resultId,raceId,driverId,constructorId,grid,positionOrder,points,laps,milliseconds,fastestLap,rank,statusId
7993,359,117,1,2,5,200,69,5777544,-1,-1,1
7994,359,99,39,17,6,100,68,-1,-1,-1,11
7995,359,158,21,24,7,0,68,-1,-1,-1,11
7996,359,129,27,11,8,0,68,-1,-1,-1,11
7997,359,84,34,20,9,0,68,-1,-1,-1,11
7998,359,131,34,9,10,0,68,-1,-1,-1,11
7999,359,137,32,26,11,0,68,-1,-1,-1,11
8000,359,157,48,23,12,0,67,-1,-1,-1,12
8001,359,133,35,19,13,0,67,-1,-1,-1,12
8002,359,163,27,25,14,0,66,-1,-1,-1,13
8003,359,65,22,18,15,0,66,-1,-1,-1,13
8004,359,94,18,22,16,0,53,-1,-1,-1,5
8005,359,95,6,3,17,0,43,-1,-1,-1,6
8006,359,118,21,10,18,0,35,-1,-1,-1,10
8007,359,138,32,15,19,0,35,-1,-1,-1,20
8008,359,112,33,16,20,0,28,-1,-1,-1,62
8009,359,110,35,12,21,0,20,-1,-1,-1,22
8010,359,77,6,6,22,0,16,-1,-1,-1,6
8011,359,140,46,21,23,0,16,-1,-1,-1,7
8012,359,123,3,8,24,0,15,-1,-1,-1,10
8013,359,156,25,14,25,0,9,-1,-1,-1,37
8014,359,122,37,4,26,0,1,-1,-1,-1,7
8015,359,159,18,0,27,0,0,-1,-1,-1,81
8016,359,127,37,0,28,0,0,-1,-1,-1,81
8017,359,114,33,0,29,0,0,-1,-1,-1,81
8018,359,90,42,0,30,0,0,-1,-1,-1,81
8019,359,92,46,0,31,0,0,-1,-1,-1,97
8020,359,148,44,0,32,0,0,-1,-1,-1,97
8021,359,78,45,0,33,0,0,-1,-1,-1,97
8022,359,161,48,0,34,0,0,-1,-1,-1,97
8023,359,146,49,0,35,0,0,-1,-1,-1,97
8024,359,88,49,0,36,0,0,-1,-1,-1,97
8025,359,160,45,0,37,0,0,-1,-1,-1,97
8026,359,164,39,0,38,0,0,-1,-1,-1,97
8027,359,162,42,0,39,0,0,-1,-1,-1,97
8028,360,117,1,2,1,900,75,7293133,-1,-1,1
8029,360,119,3,14,2,600,75,7332829,-1,-1,1
8030,360,158,21,17,3,400,75,7336343,-1,-1,1
8031,360,157,48,26,4,300,74,-1,-1,-1,11
8032,360,65,22,25,5,200,74,-1,-1,-1,11
8033,360,123,3,16,6,100,74,-1,-1,-1,11
8034,360,99,39,24,7,0,73,-1,-1,-1,5
8035,360,110,35,13,8,0,70,-1,-1,-1,15
8036,360,156,25,21,9,0,69,-1,-1,-1,69
8037,360,77,6,8,10,0,61,-1,-1,-1,91
8038,360,133,35,6,11,0,52,-1,-1,-1,4
8039,360,137,32,22,12,0,52,-1,-1,-1,20
8040,360,140,46,19,13,0,50,-1,-1,-1,22
8041,360,159,18,20,14,0,46,-1,-1,-1,5
8042,360,102,1,1,15,0,44,-1,-1,-1,10
8043,360,84,34,5,16,0,43,-1,-1,-1,23
8044,360,131,34,7,17,0,37,-1,-1,-1,23
8045,360,95,6,4,18,0,31,-1,-1,-1,91
8046,360,94,18,15,19,0,26,-1,-1,-1,5
8047,360,138,32,23,20,0,24,-1,-1,-1,37
8048,360,122,37,11,21,0,22,-1,-1,-1,7
8049,360,127,37,18,22,0,20,-1,-1,-1,23
8050,360,105,25,9,23,0,17,-1,-1,-1,6
8051,360,145,22,3,24,0,10,-1,-1,-1,68
8052,360,118,21,10,25,0,7,-1,-1,-1,4
8053,360,112,33,12,26,0,3,-1,-1,-1,20
8054,360,129,27,0,27,0,0,-1,-1,-1,81
8055,360,90,42,0,28,0,0,-1,-1,-1,81
8056,360,163,27,0,29,0,0,-1,-1,-1,81
8057,360,114,33,0,30,0,0,-1,-1,-1,81
8058,360,160,45,0,31,0,0,-1,-1,-1,97
8059,360,162,42,0,32,0,0,-1,-1,-1,97
8060,360,148,44,0,33,0,0,-1,-1,-1,97
8061,360,78,45,0,34,0,0,-1,-1,-1,97
8062,360,164,39,0,35,0,0,-1,-1,-1,97
8063,360,161,48,0,36,0,0,-1,-1,-1,97
8064,360,88,49,0,37,0,0,-1,-1,-1,97
8065,360,146,49,0,38,0,0,-1,-1,-1,97
8066,360,92,46,0,39,0,0,-1,-1,-1,97
8067,361,123,3,6,1,900,69,7284073,-1,-1,1
8068,361,119,3,3,2,600,69,7314080,-1,-1,1
8069,361,110,35,9,3,400,69,7380722,-1,-1,1
8070,361,137,32,19,4,300,69,7385557,-1,-1,1
8071,361,163,27,22,5,200,68,-1,-1,-1,11
8072,361,133,35,8,6,100,67,-1,-1,-1,12
8073,361,102,1,2,7,0,66,-1,-1,-1,5
8074,361,157,48,23,8,0,66,-1,-1,-1,13
8075,361,90,42,26,9,0,57,-1,-1,-1,24
8076,361,118,21,12,10,0,40,-1,-1,-1,5
8077,361,156,25,14,11,0,35,-1,-1,-1,20
8078,361,78,45,15,12,0,33,-1,-1,-1,10
8079,361,122,37,21,13,0,28,-1,-1,-1,20
8080,361,112,33,10,14,0,26,-1,-1,-1,20
8081,361,140,46,18,15,0,13,-1,-1,-1,2
8082,361,159,18,24,16,0,11,-1,-1,-1,20
8083,361,127,37,17,17,0,11,-1,-1,-1,10
8084,361,77,6,4,18,0,6,-1,-1,-1,6
8085,361,99,39,25,19,0,6,-1,-1,-1,20
8086,361,158,21,16,20,0,3,-1,-1,-1,20
8087,361,117,1,1,21,0,2,-1,-1,-1,22
8088,361,95,6,5,22,0,0,-1,-1,-1,2
8089,361,131,34,7,23,0,0,-1,-1,-1,3
8090,361,94,18,11,24,0,0,-1,-1,-1,3
8091,361,145,22,13,25,0,0,-1,-1,-1,2
8092,361,105,25,20,26,0,0,-1,-1,-1,10
8093,361,138,32,0,27,0,0,-1,-1,-1,81
8094,361,114,33,0,28,0,0,-1,-1,-1,81
8095,361,65,22,0,29,0,0,-1,-1,-1,81
8096,361,129,27,0,30,0,0,-1,-1,-1,81
8097,361,84,34,0,31,0,0,-1,-1,-1,97
8098,361,92,46,0,32,0,0,-1,-1,-1,97
8099,361,148,44,0,33,0,0,-1,-1,-1,97
8100,361,160,45,0,34,0,0,-1,-1,-1,97
8101,361,146,49,0,35,0,0,-1,-1,-1,97
8102,361,164,39,0,36,0,0,-1,-1,-1,97
8103,361,161,48,0,37,0,0,-1,-1,-1,97
8104,361,88,49,0,38,0,0,-1,-1,-1,97
8105,361,162,42,0,39,0,0,-1,-1,-1,97
8106,362,117,1,1,1,900,80,5909411,-1,-1,1
8107,362,95,6,3,2,600,80,5953428,-1,-1,1
8108,362,119,3,8,3,400,80,5976332,-1,-1,1
8109,362,55,25,16,4,300,80,5982643,-1,-1,1
8110,362,140,46,13,5,200,79,-1,-1,-1,11
8111,362,129,27,17,6,100,79,-1,-1,-1,11
8112,362,158,21,25,7,0,79,-1,-1,-1,11
8113,362,137,32,20,8,0,78,-1,-1,-1,12
8114,362,139,22,24,9,0,78,-1,-1,-1,12
8115,362,156,25,9,10,0,78,-1,-1,-1,12
8116,362,103,33,15,11,0,77,-1,-1,-1,13
8117,362,151,21,14,12,0,77,-1,-1,-1,13
8118,362,92,46,11,13,0,76,-1,-1,-1,5
8119,362,127,37,10,14,0,71,-1,-1,-1,62
8120,362,131,34,22,15,0,67,-1,-1,-1,5
8121,362,123,3,5,16,0,50,-1,-1,-1,6
8122,362,138,32,19,17,0,49,-1,-1,-1,5
8123,362,122,37,12,18,0,43,-1,-1,-1,5
8124,362,145,22,4,19,0,40,-1,-1,-1,22
8125,362,94,18,23,20,0,31,-1,-1,-1,5
8126,362,112,33,7,21,0,30,-1,-1,-1,5
8127,362,99,39,21,22,0,30,-1,-1,-1,5
8128,362,77,6,6,23,0,29,-1,-1,-1,8
8129,362,133,35,26,24,0,27,-1,-1,-1,8
8130,362,163,27,18,25,0,14,-1,-1,-1,6
8131,362,102,1,2,26,0,0,-1,-1,-1,24
8132,362,110,35,0,27,0,0,-1,-1,-1,81
8133,362,159,18,0,28,0,0,-1,-1,-1,81
8134,362,157,48,0,29,0,0,-1,-1,-1,81
8135,362,90,42,0,30,0,0,-1,-1,-1,81
8136,362,78,45,0,31,0,0,-1,-1,-1,97
8137,362,84,34,0,32,0,0,-1,-1,-1,97
8138,362,161,48,0,33,0,0,-1,-1,-1,97
8139,362,146,49,0,34,0,0,-1,-1,-1,97
8140,362,160,45,0,35,0,0,-1,-1,-1,97
8141,362,162,42,0,36,0,0,-1,-1,-1,97
8142,362,88,49,0,37,0,0,-1,-1,-1,97
8143,362,148,44,0,38,0,0,-1,-1,-1,97
8144,362,164,39,0,39,0,0,-1,-1,-1,97
8145,363,117,1,2,1,900,64,4762131,-1,-1,1
8146,363,95,6,3,2,600,64,4781500,-1,-1,1
8147,363,145,22,9,3,400,64,4810150,-1,-1,1
8148,363,137,32,10,4,300,64,4828866,-1,-1,1
8149,363,94,18,11,5,200,63,-1,-1,-1,11
8150,363,159,18,15,6,100,63,-1,-1,-1,11
8151,363,129,27,24,7,0,63,-1,-1,-1,11
8152,363,138,32,16,8,0,63,-1,-1,-1,11
8153,363,118,21,19,9,0,62,-1,-1,-1,12
8154,363,123,3,7,10,0,62,-1,-1,-1,12
8155,363,139,22,26,11,0,62,-1,-1,-1,12
8156,363,92,46,21,12,0,62,-1,-1,-1,12
8157,363,127,37,6,13,0,54,-1,-1,-1,6
8158,363,84,34,20,14,0,49,-1,-1,-1,5
8159,363,77,6,4,15,0,49,-1,-1,-1,66
8160,363,103,33,13,16,0,46,-1,-1,-1,5
8161,363,112,33,12,17,0,39,-1,-1,-1,5
8162,363,156,25,18,18,0,32,-1,-1,-1,20
8163,363,131,34,14,19,0,31,-1,-1,-1,5
8164,363,55,25,22,20,0,28,-1,-1,-1,20
8165,363,78,45,17,21,0,23,-1,-1,-1,64
8166,363,119,3,5,22,0,19,-1,-1,-1,21
8167,363,122,37,8,23,0,15,-1,-1,-1,7
8168,363,110,35,25,24,0,16,-1,-1,-1,5
8169,363,102,1,1,25,0,11,-1,-1,-1,20
8170,363,90,42,23,26,0,2,-1,-1,-1,6
8171,363,163,27,0,27,0,0,-1,-1,-1,81
8172,363,158,21,0,28,0,0,-1,-1,-1,81
8173,363,99,39,0,29,0,0,-1,-1,-1,81
8174,363,157,48,0,30,0,0,-1,-1,-1,81
8175,363,140,46,0,31,0,0,-1,-1,-1,97
8176,363,133,35,0,32,0,0,-1,-1,-1,97
8177,363,148,44,0,33,0,0,-1,-1,-1,97
8178,363,160,45,0,34,0,0,-1,-1,-1,97
8179,363,114,39,0,35,0,0,-1,-1,-1,97
8180,363,146,49,0,36,0,0,-1,-1,-1,97
8181,363,162,42,0,37,0,0,-1,-1,-1,97
8182,363,88,49,0,38,0,0,-1,-1,-1,97
8183,363,161,48,0,39,0,0,-1,-1,-1,97
8184,364,102,1,1,1,900,45,4903302,-1,-1,1
8185,364,117,1,2,2,600,45,4921453,-1,-1,1
8186,364,95,6,3,3,400,45,4986556,-1,-1,1
8187,364,119,3,5,4,300,44,-1,-1,-1,11
8188,364,137,32,8,5,200,44,-1,-1,-1,11
8189,364,118,21,17,6,100,44,-1,-1,-1,11
8190,364,110,35,21,7,0,44,-1,-1,-1,11
8191,364,84,34,12,8,0,44,-1,-1,-1,11
8192,364,94,18,13,9,0,44,-1,-1,-1,11
8193,364,55,25,10,10,0,43,-1,-1,-1,12
8194,364,163,27,23,11,0,42,-1,-1,-1,13
8195,364,158,21,25,12,0,40,-1,-1,-1,69
8196,364,131,34,16,13,0,37,-1,-1,-1,5
8197,364,138,32,18,14,0,36,-1,-1,-1,20
8198,364,122,37,22,15,0,32,-1,-1,-1,10
8199,364,127,37,14,16,0,28,-1,-1,-1,6
8200,364,139,22,9,17,0,26,-1,-1,-1,20
8201,364,112,33,15,18,0,20,-1,-1,-1,44
8202,364,156,25,19,19,0,16,-1,-1,-1,5
8203,364,77,6,4,20,0,13,-1,-1,-1,20
8204,364,140,46,24,21,0,8,-1,-1,-1,25
8205,364,145,22,7,22,0,6,-1,-1,-1,10
8206,364,123,3,6,23,0,4,-1,-1,-1,4
8207,364,133,35,20,24,0,2,-1,-1,-1,5
8208,364,105,33,26,25,0,1,-1,-1,-1,10
8209,364,129,27,11,26,0,0,-1,-1,-1,6
8210,364,159,18,0,27,0,0,-1,-1,-1,81
8211,364,92,46,0,28,0,0,-1,-1,-1,81
8212,364,157,48,0,29,0,0,-1,-1,-1,81
8213,364,161,48,0,30,0,0,-1,-1,-1,2
8214,364,114,39,0,31,0,0,-1,-1,-1,97
8215,364,78,45,0,32,0,0,-1,-1,-1,97
8216,364,99,39,0,33,0,0,-1,-1,-1,97
8217,364,160,45,0,34,0,0,-1,-1,-1,97
8218,364,90,42,0,35,0,0,-1,-1,-1,97
8219,364,162,42,0,36,0,0,-1,-1,-1,97
8220,364,148,44,0,37,0,0,-1,-1,-1,97
8221,364,88,49,0,38,0,0,-1,-1,-1,97
8222,365,95,6,12,1,900,77,6578650,-1,-1,1
8223,365,102,1,2,2,600,77,6604617,-1,-1,1
8224,365,123,3,4,3,400,77,6617004,-1,-1,1
8225,365,117,1,5,4,300,77,6622827,-1,-1,1
8226,365,158,21,16,5,200,77,6623756,-1,-1,1
8227,365,137,32,17,6,100,77,6650689,-1,-1,1
8228,365,133,35,3,7,0,77,6662875,-1,-1,1
8229,365,139,22,25,8,0,76,-1,-1,-1,11
8230,365,55,25,11,9,0,76,-1,-1,-1,11
8231,365,118,21,9,10,0,76,-1,-1,-1,11
8232,365,131,34,8,11,0,76,-1,-1,-1,11
8233,365,84,34,15,12,0,75,-1,-1,-1,12
8234,365,156,25,19,13,0,73,-1,-1,-1,14
8235,365,159,18,23,14,0,57,-1,-1,-1,4
8236,365,77,6,6,15,0,56,-1,-1,-1,6
8237,365,119,3,1,16,0,54,-1,-1,-1,21
8238,365,140,46,24,17,0,48,-1,-1,-1,6
8239,365,145,22,7,18,0,46,-1,-1,-1,6
8240,365,92,46,21,19,0,38,-1,-1,-1,6
8241,365,138,32,20,20,0,33,-1,-1,-1,3
8242,365,127,37,13,21,0,27,-1,-1,-1,10
8243,365,122,37,14,22,0,26,-1,-1,-1,36
8244,365,105,33,26,23,0,26,-1,-1,-1,5
8245,365,160,45,22,24,0,20,-1,-1,-1,10
8246,365,94,18,10,25,0,9,-1,-1,-1,36
8247,365,110,35,18,26,0,0,-1,-1,-1,8
8248,365,163,27,0,27,0,0,-1,-1,-1,81
8249,365,129,27,0,28,0,0,-1,-1,-1,81
8250,365,157,48,0,29,0,0,-1,-1,-1,81
8251,365,161,48,0,30,0,0,-1,-1,-1,81
8252,365,78,45,0,31,0,0,-1,-1,-1,97
8253,365,112,33,0,32,0,0,-1,-1,-1,97
8254,365,114,39,0,33,0,0,-1,-1,-1,97
8255,365,146,49,0,34,0,0,-1,-1,-1,97
8256,365,99,39,0,35,0,0,-1,-1,-1,97
8257,365,90,42,0,36,0,0,-1,-1,-1,97
8258,365,148,44,0,37,0,0,-1,-1,-1,97
8259,365,88,49,0,38,0,0,-1,-1,-1,97
8260,365,162,42,0,39,0,0,-1,-1,-1,97
8261,366,102,1,1,1,900,44,6054196,-1,-1,1
8262,366,117,1,2,2,600,44,6055500,-1,-1,1
8263,366,95,6,6,3,400,44,6056020,-1,-1,1
8264,366,123,3,4,4,300,44,6108604,-1,-1,1
8265,366,145,22,7,5,200,44,6123001,-1,-1,1
8266,366,118,21,10,6,100,44,6132512,-1,-1,1
8267,366,127,37,9,7,0,43,-1,-1,-1,11
8268,366,140,46,15,8,0,43,-1,-1,-1,11
8269,366,94,18,14,9,0,43,-1,-1,-1,11
8270,366,139,22,13,10,0,43,-1,-1,-1,11
8271,366,110,35,18,11,0,43,-1,-1,-1,11
8272,366,122,37,19,12,0,43,-1,-1,-1,11
8273,366,129,27,26,13,0,43,-1,-1,-1,11
8274,366,156,25,21,14,0,42,-1,-1,-1,12
8275,366,159,18,25,15,0,41,-1,-1,-1,13
8276,366,112,33,11,16,0,39,-1,-1,-1,5
8277,366,158,21,24,17,0,38,-1,-1,-1,36
8278,366,92,46,23,18,0,21,-1,-1,-1,20
8279,366,119,3,5,19,0,20,-1,-1,-1,4
8280,366,105,33,22,20,0,19,-1,-1,-1,4
8281,366,133,35,12,21,0,13,-1,-1,-1,20
8282,366,84,34,20,22,0,12,-1,-1,-1,23
8283,366,77,6,3,23,0,9,-1,-1,-1,20
8284,366,131,34,8,24,0,9,-1,-1,-1,64
8285,366,163,27,17,25,0,4,-1,-1,-1,4
8286,366,65,25,16,26,0,3,-1,-1,-1,20
8287,366,138,32,0,27,0,0,-1,-1,-1,81
8288,366,137,32,0,28,0,0,-1,-1,-1,81
8289,366,157,48,0,29,0,0,-1,-1,-1,81
8290,366,162,48,0,30,0,0,-1,-1,-1,81
8291,366,78,45,0,31,0,0,-1,-1,-1,97
8292,366,160,45,0,32,0,0,-1,-1,-1,97
8293,366,90,42,0,33,0,0,-1,-1,-1,97
8294,366,99,39,0,34,0,0,-1,-1,-1,97
8295,366,146,49,0,35,0,0,-1,-1,-1,97
8296,366,88,49,0,36,0,0,-1,-1,-1,97
8297,366,114,39,0,37,0,0,-1,-1,-1,97
8298,366,148,44,0,38,0,0,-1,-1,-1,97
8299,366,134,42,0,39,0,0,-1,-1,-1,97
8300,367,117,1,4,1,900,53,4767550,-1,-1,1
8301,367,77,6,2,2,600,53,4774876,-1,-1,1
8302,367,123,3,6,3,400,53,4782525,-1,-1,1
8303,367,119,3,5,4,300,53,4806272,-1,-1,1
8304,367,55,25,10,5,200,52,-1,-1,-1,11
8305,367,84,34,12,6,100,52,-1,-1,-1,11
8306,367,94,18,15,7,0,52,-1,-1,-1,11
8307,367,159,18,26,8,0,51,-1,-1,-1,12
8308,367,163,27,23,9,0,51,-1,-1,-1,12
8309,367,138,32,19,10,0,51,-1,-1,-1,22
8310,367,133,35,20,11,0,47,-1,-1,-1,5
8311,367,110,35,17,12,0,45,-1,-1,-1,5
8312,367,102,1,1,13,0,44,-1,-1,-1,5
8313,367,95,6,3,14,0,41,-1,-1,-1,6
8314,367,92,46,22,15,0,38,-1,-1,-1,21
8315,367,145,22,8,16,0,33,-1,-1,-1,23
8316,367,122,37,18,17,0,30,-1,-1,-1,5
8317,367,129,27,21,18,0,30,-1,-1,-1,43
8318,367,137,32,11,19,0,23,-1,-1,-1,20
8319,367,156,25,14,20,0,18,-1,-1,-1,5
8320,367,118,21,16,21,0,18,-1,-1,-1,69
8321,367,78,45,24,22,0,16,-1,-1,-1,6
8322,367,105,33,13,23,0,14,-1,-1,-1,10
8323,367,127,37,25,24,0,14,-1,-1,-1,37
8324,367,112,33,7,25,0,1,-1,-1,-1,20
8325,367,139,22,9,26,0,0,-1,-1,-1,7
8326,367,131,34,0,27,0,0,-1,-1,-1,2
8327,367,158,21,0,28,0,0,-1,-1,-1,81
8328,367,157,48,0,29,0,0,-1,-1,-1,81
8329,367,162,48,0,30,0,0,-1,-1,-1,81
8330,367,140,46,0,31,0,0,-1,-1,-1,97
8331,367,99,39,0,32,0,0,-1,-1,-1,97
8332,367,90,42,0,33,0,0,-1,-1,-1,97
8333,367,160,45,0,34,0,0,-1,-1,-1,97
8334,367,146,49,0,35,0,0,-1,-1,-1,97
8335,367,88,49,0,36,0,0,-1,-1,-1,97
8336,367,165,44,0,37,0,0,-1,-1,-1,97
8337,367,114,39,0,38,0,0,-1,-1,-1,97
8338,367,134,42,0,39,0,0,-1,-1,-1,97
8339,368,77,6,2,1,900,71,5808546,-1,-1,1
8340,368,117,1,4,2,600,71,5841183,-1,-1,1
8341,368,140,46,12,3,400,71,5863871,-1,-1,1
8342,368,145,22,13,4,300,71,5890915,-1,-1,1
8343,368,94,18,5,5,200,70,-1,-1,-1,11
8344,368,156,25,18,6,100,70,-1,-1,-1,11
8345,368,138,32,25,7,0,70,-1,-1,-1,11
8346,368,84,34,10,8,0,70,-1,-1,-1,11
8347,368,112,33,17,9,0,70,-1,-1,-1,11
8348,368,127,37,14,10,0,69,-1,-1,-1,12
8349,368,105,33,21,11,0,69,-1,-1,-1,12
8350,368,159,18,9,12,0,69,-1,-1,-1,12
8351,368,163,27,23,13,0,69,-1,-1,-1,12
8352,368,131,34,11,14,0,69,-1,-1,-1,12
8353,368,119,3,6,15,0,60,-1,-1,-1,25
8354,368,123,3,8,16,0,60,-1,-1,-1,25
8355,368,102,1,1,17,0,48,-1,-1,-1,4
8356,368,95,6,3,18,0,48,-1,-1,-1,2
8357,368,118,21,22,19,0,37,-1,-1,-1,3
8358,368,137,32,20,20,0,33,-1,-1,-1,4
8359,368,133,35,7,21,0,33,-1,-1,-1,4
8360,368,139,22,16,22,0,29,-1,-1,-1,22
8361,368,122,37,24,23,0,25,-1,-1,-1,5
8362,368,158,21,26,24,0,24,-1,-1,-1,20
8363,368,110,35,19,25,0,17,-1,-1,-1,10
8364,368,90,42,15,26,0,11,-1,-1,-1,10
8365,368,65,25,0,27,0,0,-1,-1,-1,81
8366,368,129,27,0,28,0,0,-1,-1,-1,81
8367,368,162,48,0,29,0,0,-1,-1,-1,81
8368,368,157,48,0,30,0,0,-1,-1,-1,81
8369,368,114,39,0,31,0,0,-1,-1,-1,97
8370,368,109,46,0,32,0,0,-1,-1,-1,97
8371,368,160,45,0,33,0,0,-1,-1,-1,97
8372,368,165,44,0,34,0,0,-1,-1,-1,97
8373,368,99,39,0,35,0,0,-1,-1,-1,97
8374,368,78,45,0,36,0,0,-1,-1,-1,97
8375,368,88,49,0,37,0,0,-1,-1,-1,97
8376,368,146,49,0,38,0,0,-1,-1,-1,97
8377,368,134,42,0,39,0,0,-1,-1,-1,97
8378,369,102,1,1,1,900,73,6468264,-1,-1,1
8379,369,77,6,2,2,600,73,6495315,-1,-1,1
8380,369,117,1,3,3,400,73,6522052,-1,-1,1
8381,369,55,25,9,4,300,72,-1,-1,-1,11
8382,369,119,3,6,5,200,72,-1,-1,-1,11
8383,369,112,33,5,6,100,72,-1,-1,-1,11
8384,369,110,35,15,7,0,72,-1,-1,-1,11
8385,369,137,32,7,8,0,71,-1,-1,-1,12
8386,369,118,21,16,9,0,71,-1,-1,-1,12
8387,369,156,25,13,10,0,71,-1,-1,-1,12
8388,369,158,21,22,11,0,61,-1,-1,-1,5
8389,369,139,22,10,12,0,59,-1,-1,-1,20
8390,369,133,35,23,13,0,55,-1,-1,-1,5
8391,369,84,34,8,14,0,51,-1,-1,-1,20
8392,369,127,37,26,15,0,47,-1,-1,-1,4
8393,369,159,18,20,16,0,47,-1,-1,-1,20
8394,369,123,3,21,17,0,40,-1,-1,-1,48
8395,369,129,27,24,18,0,34,-1,-1,-1,5
8396,369,94,18,4,19,0,27,-1,-1,-1,20
8397,369,122,37,19,20,0,23,-1,-1,-1,7
8398,369,109,46,17,21,0,20,-1,-1,-1,6
8399,369,160,45,25,22,0,17,-1,-1,-1,6
8400,369,145,22,14,23,0,14,-1,-1,-1,20
8401,369,131,34,12,24,0,11,-1,-1,-1,10
8402,369,78,45,11,25,0,6,-1,-1,-1,22
8403,369,138,32,18,26,0,0,-1,-1,-1,4
8404,369,163,27,0,27,0,0,-1,-1,-1,81
8405,369,162,48,0,28,0,0,-1,-1,-1,81
8406,369,148,48,0,29,0,0,-1,-1,-1,81
8407,369,99,39,0,30,0,0,-1,-1,-1,97
8408,369,140,46,0,31,0,0,-1,-1,-1,97
8409,369,90,42,0,32,0,0,-1,-1,-1,97
8410,369,105,33,0,33,0,0,-1,-1,-1,97
8411,369,88,49,0,34,0,0,-1,-1,-1,97
8412,369,114,39,0,35,0,0,-1,-1,-1,97
8413,369,146,49,0,36,0,0,-1,-1,-1,97
8414,369,165,44,0,37,0,0,-1,-1,-1,97
8415,369,134,42,0,38,0,0,-1,-1,-1,97
8416,370,145,22,6,1,900,53,5706277,-1,-1,1
8417,370,119,3,5,2,600,53,5718181,-1,-1,1
8418,370,123,3,7,3,400,53,5719723,-1,-1,1
8419,370,137,32,11,4,300,53,5810502,-1,-1,1
8420,370,84,34,13,5,200,52,-1,-1,-1,11
8421,370,118,21,25,6,100,52,-1,-1,-1,11
8422,370,127,37,20,7,0,52,-1,-1,-1,11
8423,370,158,21,24,8,0,52,-1,-1,-1,11
8424,370,133,35,15,9,0,52,-1,-1,-1,11
8425,370,110,35,16,10,0,51,-1,-1,-1,12
8426,370,102,1,1,11,0,53,-1,-1,-1,2
8427,370,117,1,2,12,0,46,-1,-1,-1,4
8428,370,131,34,9,13,0,46,-1,-1,-1,5
8429,370,95,6,4,14,0,43,-1,-1,-1,5
8430,370,138,32,12,15,0,41,-1,-1,-1,5
8431,370,55,25,18,16,0,37,-1,-1,-1,6
8432,370,112,33,8,17,0,36,-1,-1,-1,5
8433,370,77,6,3,18,0,34,-1,-1,-1,6
8434,370,139,22,22,19,0,33,-1,-1,-1,4
8435,370,129,27,23,20,0,31,-1,-1,-1,5
8436,370,122,37,17,21,0,27,-1,-1,-1,22
8437,370,78,45,10,22,0,21,-1,-1,-1,23
8438,370,156,25,26,23,0,20,-1,-1,-1,95
8439,370,146,49,21,24,0,1,-1,-1,-1,6
8440,370,159,18,14,25,0,0,-1,-1,-1,4
8441,370,147,18,19,26,0,0,-1,-1,-1,8
8442,370,163,27,0,27,0,0,-1,-1,-1,81
8443,370,105,33,0,28,0,0,-1,-1,-1,81
8444,370,162,48,0,29,0,0,-1,-1,-1,81
8445,370,92,48,0,30,0,0,-1,-1,-1,81
8446,370,160,45,0,31,0,0,-1,-1,-1,97
8447,370,90,42,0,32,0,0,-1,-1,-1,97
8448,370,140,46,0,33,0,0,-1,-1,-1,97
8449,370,88,49,0,34,0,0,-1,-1,-1,97
8450,370,165,44,0,35,0,0,-1,-1,-1,97
8451,370,109,46,0,36,0,0,-1,-1,-1,97
8452,370,99,39,0,37,0,0,-1,-1,-1,97
8453,370,114,39,0,38,0,0,-1,-1,-1,97
8454,370,134,42,0,39,0,0,-1,-1,-1,97
8455,371,123,3,5,1,900,70,7217421,-1,-1,1
8456,371,145,22,4,2,600,70,7246079,-1,-1,1
8457,371,119,3,6,3,400,70,7255104,-1,-1,1
8458,371,138,32,23,4,300,70,7259752,-1,-1,1
8459,371,139,22,13,5,200,68,-1,-1,-1,12
8460,371,94,18,3,6,100,67,-1,-1,-1,13
8461,371,127,37,25,7,0,66,-1,-1,-1,14
8462,371,131,34,8,8,0,64,-1,-1,-1,16
8463,371,158,21,22,9,0,42,-1,-1,-1,20
8464,371,109,46,17,10,0,27,-1,-1,-1,10
8465,371,129,27,24,11,0,22,-1,-1,-1,20
8466,371,137,32,18,12,0,19,-1,-1,-1,4
8467,371,160,45,21,13,0,18,-1,-1,-1,4
8468,371,95,6,7,14,0,17,-1,-1,-1,20
8469,371,102,1,1,15,0,13,-1,-1,-1,4
8470,371,133,35,10,16,0,13,-1,-1,-1,20
8471,371,122,37,16,17,0,13,-1,-1,-1,21
8472,371,110,35,9,18,0,12,-1,-1,-1,20
8473,371,84,34,12,19,0,12,-1,-1,-1,4
8474,371,118,21,20,20,0,7,-1,-1,-1,20
8475,371,112,33,19,21,0,6,-1,-1,-1,4
8476,371,77,6,14,22,0,6,-1,-1,-1,4
8477,371,55,25,15,23,0,5,-1,-1,-1,10
8478,371,163,27,26,24,0,4,-1,-1,-1,4
8479,371,117,1,2,25,0,0,-1,-1,-1,54
8480,371,78,45,11,26,0,0,-1,-1,-1,10
8481,371,156,25,0,27,0,0,-1,-1,-1,81
8482,371,159,18,0,28,0,0,-1,-1,-1,81
8483,371,92,48,0,29,0,0,-1,-1,-1,81
8484,371,162,48,0,30,0,0,-1,-1,-1,81
8485,371,140,46,0,31,0,0,-1,-1,-1,97
8486,371,105,33,0,32,0,0,-1,-1,-1,97
8487,371,146,49,0,33,0,0,-1,-1,-1,97
8488,371,90,42,0,34,0,0,-1,-1,-1,97
