resultId,raceId,driverId,constructorId,grid,positionOrder,points,laps,milliseconds,fastestLap,rank,statusId
11847,493,163,4,1,2,600,53,5261640,-1,-1,1
11848,493,137,34,7,3,400,53,5263810,-1,-1,1
11849,493,178,3,6,4,300,53,5268510,-1,-1,1
11850,493,199,3,5,5,200,53,5288320,-1,-1,1
11851,493,187,1,12,6,100,53,5347610,-1,-1,1
11852,493,173,32,9,7,0,52,-1,-1,-1,11
11853,493,110,1,18,8,0,52,-1,-1,-1,11
11854,493,202,6,8,9,0,52,-1,-1,-1,11
11855,493,197,45,14,10,0,51,-1,-1,-1,12
11856,493,206,37,19,11,0,47,-1,-1,-1,16
11857,493,207,51,13,12,0,46,-1,-1,-1,5
11858,493,201,54,21,13,0,44,-1,-1,-1,23
11859,493,119,21,10,14,0,43,-1,-1,-1,5
11860,493,194,57,20,15,0,43,-1,-1,-1,51
11861,493,105,25,22,16,0,40,-1,-1,-1,6
11862,493,152,51,16,17,0,35,-1,-1,-1,42
11863,493,212,34,15,18,0,32,-1,-1,-1,8
11864,493,216,21,24,19,0,27,-1,-1,-1,25
11865,493,117,4,2,20,0,26,-1,-1,-1,22
11866,493,175,27,17,21,0,26,-1,-1,-1,5
11867,493,95,32,11,22,0,23,-1,-1,-1,5
11868,493,203,6,3,23,0,11,-1,-1,-1,3
11869,493,176,55,23,24,0,0,-1,-1,-1,99
11870,493,158,25,0,25,0,0,-1,-1,-1,81
11871,493,118,53,0,26,0,0,-1,-1,-1,81
11872,493,205,53,0,27,0,0,-1,-1,-1,81
11873,493,213,45,0,28,0,0,-1,-1,-1,81
11874,494,117,4,1,1,900,72,6022430,-1,-1,1
11875,494,137,34,3,2,600,72,6030670,-1,-1,1
11876,494,178,3,4,3,400,72,6057930,-1,-1,1
11877,494,212,34,15,4,300,71,-1,-1,-1,11
11878,494,173,32,9,5,200,71,-1,-1,-1,11
11879,494,194,57,24,6,100,70,-1,-1,-1,12
11880,494,216,21,21,7,0,69,-1,-1,-1,13
11881,494,176,55,20,8,0,69,-1,-1,-1,13
11882,494,105,25,25,9,0,68,-1,-1,-1,5
11883,494,201,54,23,10,0,68,-1,-1,-1,14
11884,494,207,51,7,11,0,62,-1,-1,-1,3
11885,494,187,1,8,12,0,50,-1,-1,-1,80
11886,494,158,25,22,13,0,46,-1,-1,-1,22
11887,494,197,45,18,14,0,29,-1,-1,-1,7
11888,494,163,4,2,15,0,21,-1,-1,-1,5
11889,494,152,51,14,16,0,19,-1,-1,-1,27
11890,494,172,27,6,17,0,18,-1,-1,-1,4
11891,494,199,3,5,18,0,18,-1,-1,-1,4
11892,494,119,21,10,19,0,16,-1,-1,-1,22
11893,494,206,37,19,20,0,5,-1,-1,-1,22
11894,494,202,6,12,21,0,4,-1,-1,-1,4
11895,494,95,32,17,22,0,1,-1,-1,-1,5
11896,494,175,27,11,23,0,1,-1,-1,-1,4
11897,494,203,6,16,24,0,0,-1,-1,-1,4
11898,494,110,1,0,25,0,0,-1,-1,-1,54
11899,494,205,53,0,26,0,0,-1,-1,-1,81
11900,494,177,56,0,27,0,0,-1,-1,-1,81
11901,494,192,56,0,28,0,0,-1,-1,-1,81
11902,494,213,45,0,29,0,0,-1,-1,-1,81
11903,494,118,53,0,30,0,0,-1,-1,-1,81
11904,495,117,4,3,1,900,52,5196897,-1,-1,1
11905,495,178,3,5,2,600,52,5219072,-1,-1,1
11906,495,199,3,2,3,400,52,5247484,-1,-1,1
11907,495,173,32,11,4,300,52,5289799,-1,-1,1
11908,495,202,6,8,5,200,52,5291419,-1,-1,1
11909,495,137,34,6,6,100,51,-1,-1,-1,5
11910,495,110,1,16,7,0,51,-1,-1,-1,29
11911,495,152,51,10,8,0,50,-1,-1,-1,12
11912,495,197,45,18,9,0,50,-1,-1,-1,12
11913,495,205,53,23,10,0,49,-1,-1,-1,13
11914,495,207,51,13,11,0,40,-1,-1,-1,5
11915,495,206,37,19,12,0,36,-1,-1,-1,6
11916,495,175,27,15,13,0,22,-1,-1,-1,29
11917,495,95,32,12,14,0,21,-1,-1,-1,22
11918,495,187,1,7,15,0,19,-1,-1,-1,3
11919,495,119,21,20,16,0,18,-1,-1,-1,6
11920,495,105,25,22,17,0,17,-1,-1,-1,3
11921,495,194,57,24,18,0,13,-1,-1,-1,20
11922,495,163,4,1,19,0,12,-1,-1,-1,20
11923,495,172,27,4,20,0,11,-1,-1,-1,29
11924,495,158,25,17,21,0,11,-1,-1,-1,20
11925,495,201,54,21,22,0,10,-1,-1,-1,20
11926,495,203,6,9,23,0,5,-1,-1,-1,5
11927,495,212,34,14,24,0,1,-1,-1,-1,10
11928,495,176,55,0,25,0,0,-1,-1,-1,81
11929,495,213,45,0,26,0,0,-1,-1,-1,81
11930,495,118,53,0,27,0,0,-1,-1,-1,81
11931,495,216,21,0,28,0,0,-1,-1,-1,81
11932,495,177,56,0,29,0,0,-1,-1,-1,81
11933,495,192,56,0,30,0,0,-1,-1,-1,81
11934,496,172,27,10,1,900,63,7285200,-1,-1,1
11935,496,187,1,9,2,600,63,7291430,-1,-1,1
11936,496,203,6,11,3,400,63,7395470,-1,-1,1
11937,496,152,51,15,4,300,62,-1,-1,-1,11
11938,496,137,34,1,5,200,62,-1,-1,-1,11
11939,496,173,32,7,6,100,62,-1,-1,-1,11
11940,496,207,51,16,7,0,62,-1,-1,-1,11
11941,496,206,37,20,8,0,61,-1,-1,-1,12
11942,496,176,55,19,9,0,61,-1,-1,-1,12
11943,496,199,3,2,10,0,60,-1,-1,-1,13
11944,496,105,25,22,11,0,59,-1,-1,-1,14
11945,496,158,25,14,12,0,56,-1,-1,-1,5
11946,496,110,1,13,13,0,51,-1,-1,-1,20
11947,496,117,4,4,14,0,48,-1,-1,-1,4
11948,496,95,32,5,15,0,45,-1,-1,-1,4
11949,496,201,54,21,16,0,40,-1,-1,-1,20
11950,496,212,34,6,17,0,35,-1,-1,-1,20
11951,496,197,45,23,18,0,26,-1,-1,-1,4
11952,496,178,3,3,19,0,24,-1,-1,-1,64
11953,496,202,6,12,20,0,24,-1,-1,-1,80
11954,496,194,57,24,21,0,8,-1,-1,-1,20
11955,496,175,27,17,22,0,6,-1,-1,-1,20
11956,496,119,21,18,23,0,6,-1,-1,-1,20
11957,496,163,4,8,24,0,0,-1,-1,-1,4
11958,496,177,56,0,25,0,0,-1,-1,-1,81
11959,496,192,56,0,26,0,0,-1,-1,-1,81
11960,496,205,53,0,27,0,0,-1,-1,-1,81
11961,496,198,21,0,28,0,0,-1,-1,-1,81
11962,496,118,53,0,29,0,0,-1,-1,-1,81
11963,496,213,45,0,30,0,0,-1,-1,-1,81
11964,497,178,3,2,1,900,75,6249077,-1,-1,1
11965,497,117,4,5,2,600,75,6269125,-1,-1,1
11966,497,152,51,8,3,400,75,6269505,-1,-1,1
11967,497,95,32,9,4,300,75,6296550,-1,-1,1
11968,497,137,34,4,5,200,75,6325515,-1,-1,1
11969,497,172,27,12,6,100,75,6327252,-1,-1,1
11970,497,187,1,6,7,0,75,6327574,-1,-1,1
11971,497,199,3,1,8,0,74,-1,-1,-1,11
11972,497,202,6,18,9,0,73,-1,-1,-1,12
11973,497,177,56,20,10,0,73,-1,-1,-1,12
11974,497,119,21,11,11,0,71,-1,-1,-1,14
11975,497,110,1,14,12,0,69,-1,-1,-1,16
11976,497,105,25,17,13,0,67,-1,-1,-1,5
11977,497,194,57,24,14,0,61,-1,-1,-1,62
11978,497,118,53,22,15,0,43,-1,-1,-1,6
11979,497,207,51,10,16,0,29,-1,-1,-1,22
11980,497,203,6,3,17,0,22,-1,-1,-1,2
11981,497,212,34,16,18,0,20,-1,-1,-1,37
11982,497,176,55,23,19,0,19,-1,-1,-1,22
11983,497,158,25,19,20,0,10,-1,-1,-1,5
11984,497,163,4,13,21,0,10,-1,-1,-1,10
11985,497,175,27,7,22,0,2,-1,-1,-1,3
11986,497,173,32,15,23,0,2,-1,-1,-1,47
11987,497,197,45,21,24,0,0,-1,-1,-1,7
11988,497,201,54,0,25,0,0,-1,-1,-1,81
11989,497,192,56,0,26,0,0,-1,-1,-1,81
11990,497,206,37,0,27,0,0,-1,-1,-1,81
11991,497,198,21,0,28,0,0,-1,-1,-1,81
11992,497,205,53,0,29,0,0,-1,-1,-1,81
11993,497,213,45,0,30,0,0,-1,-1,-1,81
11994,498,178,3,1,1,900,53,6204380,-1,-1,1
11995,498,137,34,4,2,600,53,6228970,-1,-1,1
11996,498,177,56,13,3,400,53,6283020,-1,-1,1
11997,498,206,25,22,4,300,53,6287860,-1,-1,1
11998,498,152,51,20,5,200,52,-1,-1,-1,11
11999,498,117,1,12,6,100,52,-1,-1,-1,11
12000,498,217,34,16,7,0,51,-1,-1,-1,12
12001,498,221,51,23,8,0,46,-1,-1,-1,5
12002,498,222,6,11,9,0,45,-1,-1,-1,5
12003,498,223,57,15,10,0,44,-1,-1,-1,62
12004,498,224,56,24,11,0,37,-1,-1,-1,62
12005,498,203,6,8,12,0,36,-1,-1,-1,3
12006,498,172,27,2,13,0,30,-1,-1,-1,5
12007,498,119,21,7,14,0,27,-1,-1,-1,5
12008,498,176,54,21,15,0,27,-1,-1,-1,42
12009,498,207,32,6,16,0,20,-1,-1,-1,69
12010,498,200,21,14,17,0,20,-1,-1,-1,6
12011,498,199,3,10,18,0,12,-1,-1,-1,5
12012,498,173,32,5,19,0,7,-1,-1,-1,22
12013,498,187,1,17,20,0,5,-1,-1,-1,6
12014,498,219,4,9,21,0,3,-1,-1,-1,6
12015,498,163,4,19,22,0,2,-1,-1,-1,22
12016,498,202,27,3,23,0,1,-1,-1,-1,5
12017,498,197,25,18,24,0,1,-1,-1,-1,4
12018,498,225,58,0,25,0,0,-1,-1,-1,81
12019,498,140,58,0,26,0,0,-1,-1,-1,81
12020,498,136,54,0,27,0,0,-1,-1,-1,81
12021,498,158,45,0,28,0,0,-1,-1,-1,81
12022,499,163,4,6,1,900,40,6001330,-1,-1,1
12023,499,173,32,7,2,600,40,6023190,-1,-1,1
12024,499,178,3,10,3,400,40,6067440,-1,-1,1
12025,499,202,27,2,4,300,40,6101460,-1,-1,1
12026,499,117,1,13,5,200,40,6106740,-1,-1,1
12027,499,119,21,14,6,100,39,-1,-1,-1,11
12028,499,176,54,20,7,0,39,-1,-1,-1,11
12029,499,217,34,18,8,0,39,-1,-1,-1,11
12030,499,177,56,15,9,0,39,-1,-1,-1,11
12031,499,200,21,16,10,0,39,-1,-1,-1,11
12032,499,187,1,23,11,0,39,-1,-1,-1,11
12033,499,197,25,22,12,0,39,-1,-1,-1,11
12034,499,152,51,17,13,0,39,-1,-1,-1,11
12035,499,206,25,24,14,0,38,-1,-1,-1,12
12036,499,224,56,19,15,0,38,-1,-1,-1,12
12037,499,203,6,3,16,0,36,-1,-1,-1,37
12038,499,221,51,21,17,0,33,-1,-1,-1,10
12039,499,219,4,1,18,0,25,-1,-1,-1,101
12040,499,137,34,9,19,0,14,-1,-1,-1,22
12041,499,172,27,5,20,0,13,-1,-1,-1,10
12042,499,223,57,12,21,0,13,-1,-1,-1,5
12043,499,222,6,8,22,0,10,-1,-1,-1,5
12044,499,207,32,11,23,0,1,-1,-1,-1,20
12045,499,199,3,4,24,0,1,-1,-1,-1,86
12046,499,136,54,0,25,0,0,-1,-1,-1,81
12047,499,225,58,0,26,0,0,-1,-1,-1,81
12048,499,140,58,0,27,0,0,-1,-1,-1,81
12049,499,158,45,0,28,0,0,-1,-1,-1,81
12050,500,163,4,2,1,900,78,5812540,-1,-1,1
12051,500,172,27,4,2,600,78,5846610,-1,-1,1
12052,500,202,27,5,3,400,78,5865030,-1,-1,1
12053,500,137,34,3,4,300,78,5873560,-1,-1,1
12054,500,199,3,6,5,200,77,-1,-1,-1,11
12055,500,200,21,19,6,100,77,-1,-1,-1,11
12056,500,197,25,13,7,0,77,-1,-1,-1,11
12057,500,224,56,18,8,0,77,-1,-1,-1,11
12058,500,223,57,20,9,0,77,-1,-1,-1,11
12059,500,217,34,17,10,0,77,-1,-1,-1,11
12060,500,187,1,21,11,0,76,-1,-1,-1,12
12061,500,207,32,15,12,0,76,-1,-1,-1,12
12062,500,209,58,24,13,0,70,-1,-1,-1,22
12063,500,152,51,12,14,0,69,-1,-1,-1,5
12064,500,219,4,1,15,0,61,-1,-1,-1,29
12065,500,206,25,16,16,0,61,-1,-1,-1,29
12066,500,177,56,23,17,0,58,-1,-1,-1,3
12067,500,221,51,7,18,0,53,-1,-1,-1,62
12068,500,178,3,8,19,0,34,-1,-1,-1,6
12069,500,203,6,10,20,0,31,-1,-1,-1,7
12070,500,222,6,9,21,0,14,-1,-1,-1,5
12071,500,119,21,11,22,0,10,-1,-1,-1,20
12072,500,158,45,22,23,0,8,-1,-1,-1,20
12073,500,173,32,14,24,0,1,-1,-1,-1,20
12074,500,117,1,0,25,0,0,-1,-1,-1,3
12075,500,176,54,0,26,0,0,-1,-1,-1,3
12076,500,225,58,0,27,0,0,-1,-1,-1,81
12077,500,136,54,0,28,0,0,-1,-1,-1,81
12078,501,137,34,1,1,900,80,6619400,-1,-1,1
12079,501,119,21,8,2,600,80,6668612,-1,-1,1
12080,501,224,56,24,3,400,80,6697963,-1,-1,1
12081,501,187,1,21,4,300,79,-1,-1,-1,11
12082,501,222,6,16,5,200,79,-1,-1,-1,11
12083,501,202,27,9,6,100,79,-1,-1,-1,11
12084,501,200,21,17,7,0,79,-1,-1,-1,11
12085,501,206,25,14,8,0,79,-1,-1,-1,11
12086,501,163,4,2,9,0,78,-1,-1,-1,12
12087,501,219,4,11,10,0,71,-1,-1,-1,19
12088,501,177,56,22,11,0,58,-1,-1,-1,25
12089,501,223,57,23,12,0,50,-1,-1,-1,3
12090,501,152,51,6,13,0,49,-1,-1,-1,3
12091,501,178,3,5,14,0,47,-1,-1,-1,3
12092,501,203,6,10,15,0,46,-1,-1,-1,7
12093,501,221,51,3,16,0,40,-1,-1,-1,22
12094,501,172,27,13,17,0,36,-1,-1,-1,29
12095,501,158,45,19,18,0,11,-1,-1,-1,7
12096,501,199,3,7,19,0,3,-1,-1,-1,7
12097,501,197,25,12,20,0,3,-1,-1,-1,3
12098,501,173,32,20,21,0,3,-1,-1,-1,3
12099,501,136,54,4,22,0,0,-1,-1,-1,7
12100,501,207,32,15,23,0,0,-1,-1,-1,3
12101,501,217,34,18,24,0,0,-1,-1,-1,3
12102,501,225,58,0,25,0,0,-1,-1,-1,81
12103,501,209,58,0,26,0,0,-1,-1,-1,81
12104,501,226,1,0,27,0,0,-1,-1,-1,81
12105,502,202,27,2,1,900,72,5927400,-1,-1,1
12106,502,178,3,1,2,600,72,5974770,-1,-1,1
12107,502,199,3,4,3,400,72,6011520,-1,-1,1
12108,502,163,4,6,4,300,71,-1,-1,-1,11
12109,502,197,25,9,5,200,71,-1,-1,-1,11
12110,502,203,6,12,6,100,71,-1,-1,-1,11
12111,502,177,56,21,7,0,71,-1,-1,-1,11
12112,502,222,6,14,8,0,70,-1,-1,-1,12
12113,502,206,25,11,9,0,70,-1,-1,-1,12
12114,502,173,32,8,10,0,69,-1,-1,-1,20
12115,502,172,27,3,11,0,68,-1,-1,-1,14
12116,502,136,54,15,12,0,64,-1,-1,-1,5
12117,502,187,1,20,13,0,61,-1,-1,-1,62
12118,502,119,21,16,14,0,58,-1,-1,-1,20
12119,502,207,32,17,15,0,41,-1,-1,-1,6
12120,502,221,51,10,16,0,38,-1,-1,-1,43
12121,502,137,34,7,17,0,32,-1,-1,-1,20
12122,502,117,1,19,18,0,29,-1,-1,-1,7
12123,502,224,56,24,19,0,16,-1,-1,-1,10
12124,502,227,57,23,20,0,12,-1,-1,-1,5
12125,502,152,51,18,21,0,11,-1,-1,-1,22
12126,502,217,34,22,22,0,5,-1,-1,-1,6
12127,502,200,21,13,23,0,1,-1,-1,-1,20
12128,502,219,4,5,24,0,1,-1,-1,-1,8
12129,502,209,58,0,25,0,0,-1,-1,-1,81
12130,502,225,58,0,26,0,0,-1,-1,-1,81
12131,502,158,45,0,27,0,0,-1,-1,-1,81
12132,503,199,3,2,1,900,76,6934365,-1,-1,1
12133,503,172,27,5,2,600,76,7007994,-1,-1,1
12134,503,137,34,4,3,400,76,7012091,-1,-1,1
12135,503,200,21,15,4,300,75,-1,-1,-1,11
12136,503,203,6,6,5,200,75,-1,-1,-1,11
12137,503,224,56,18,6,100,74,-1,-1,-1,12
12138,503,207,32,19,7,0,73,-1,-1,-1,13
12139,503,119,21,11,8,0,73,-1,-1,-1,13
12140,503,173,32,14,9,0,68,-1,-1,-1,3
12141,503,136,54,13,10,0,64,-1,-1,-1,62
12142,503,202,27,1,11,0,54,-1,-1,-1,3
12143,503,163,4,20,12,0,53,-1,-1,-1,3
12144,503,221,51,7,13,0,50,-1,-1,-1,5
12145,503,222,6,17,14,0,27,-1,-1,-1,64
12146,503,219,4,16,15,0,25,-1,-1,-1,6
12147,503,178,3,3,16,0,24,-1,-1,-1,24
12148,503,152,51,8,17,0,0,-1,-1,-1,3
12149,503,197,25,9,18,0,0,-1,-1,-1,3
12150,503,117,1,10,19,0,0,-1,-1,-1,3
12151,503,206,25,12,20,0,0,-1,-1,-1,3
12152,503,187,1,0,21,0,0,-1,-1,-1,81
12153,503,158,45,0,22,0,0,-1,-1,-1,81
12154,503,209,58,0,23,0,0,-1,-1,-1,81
12155,503,177,56,0,24,0,0,-1,-1,-1,81
12156,503,217,34,0,25,0,0,-1,-1,-1,81
12157,503,227,57,0,26,0,0,-1,-1,-1,81
12158,503,225,58,0,27,0,0,-1,-1,-1,81
12159,504,178,3,4,1,900,54,5563400,-1,-1,1
12160,504,202,27,3,2,600,54,5567920,-1,-1,1
12161,504,172,27,1,3,400,54,5593660,-1,-1,1
12162,504,137,34,8,4,300,54,5638280,-1,-1,1
12163,504,163,4,2,5,200,54,5639550,-1,-1,1
12164,504,199,3,5,6,100,54,5640140,-1,-1,1
12165,504,187,1,13,7,0,53,-1,-1,-1,11
12166,504,203,6,17,8,0,53,-1,-1,-1,11
12167,504,119,21,18,9,0,53,-1,-1,-1,11
12168,504,200,21,15,10,0,53,-1,-1,-1,11
12169,504,206,25,20,11,0,52,-1,-1,-1,12
12170,504,222,6,19,12,0,52,-1,-1,-1,12
12171,504,224,56,24,13,0,50,-1,-1,-1,5
12172,504,197,25,16,14,0,50,-1,-1,-1,14
12173,504,158,45,21,15,0,43,-1,-1,-1,5
12174,504,176,54,11,16,0,26,-1,-1,-1,6
12175,504,221,51,10,17,0,25,-1,-1,-1,64
12176,504,207,32,12,18,0,18,-1,-1,-1,6
12177,504,177,56,23,19,0,8,-1,-1,-1,20
12178,504,152,51,9,20,0,8,-1,-1,-1,64
12179,504,117,1,7,21,0,6,-1,-1,-1,7
12180,504,173,32,14,22,0,3,-1,-1,-1,8
12181,504,219,4,6,23,0,0,-1,-1,-1,7
12182,504,217,34,22,24,0,0,-1,-1,-1,8
12183,504,209,58,0,25,0,0,-1,-1,-1,81
12184,504,136,57,0,26,0,0,-1,-1,-1,81
12185,504,225,58,0,27,0,0,-1,-1,-1,81
12186,505,178,3,3,1,900,76,5689228,-1,-1,1
12187,505,137,34,5,2,600,76,5700235,-1,-1,1
12188,505,199,3,4,3,400,76,5702513,-1,-1,1
12189,505,206,25,10,4,300,75,-1,-1,-1,11
12190,505,197,25,11,5,200,75,-1,-1,-1,11
12191,505,117,1,7,6,100,75,-1,-1,-1,11
12192,505,212,34,17,7,0,74,-1,-1,-1,12
12193,505,187,1,12,8,0,74,-1,-1,-1,5
12194,505,119,21,21,9,0,73,-1,-1,-1,13
12195,505,222,6,23,10,0,73,-1,-1,-1,13
12196,505,211,3,18,11,0,73,-1,-1,-1,13
12197,505,224,56,22,12,0,72,-1,-1,-1,14
12198,505,200,21,24,13,0,69,-1,-1,-1,17
12199,505,163,4,16,14,0,67,-1,-1,-1,62
12200,505,202,27,1,15,0,63,-1,-1,-1,27
12201,505,176,54,15,16,0,59,-1,-1,-1,5
12202,505,207,32,9,17,0,57,-1,-1,-1,6
12203,505,152,51,6,18,0,42,-1,-1,-1,20
12204,505,203,6,19,19,0,35,-1,-1,-1,5
12205,505,172,27,2,20,0,30,-1,-1,-1,27
12206,505,221,51,8,21,0,27,-1,-1,-1,5
12207,505,158,45,20,22,0,17,-1,-1,-1,22
12208,505,173,32,14,23,0,16,-1,-1,-1,22
12209,505,219,4,13,24,0,4,-1,-1,-1,5
12210,505,136,57,0,25,0,0,-1,-1,-1,81
12211,505,177,56,0,26,0,0,-1,-1,-1,81
12212,505,228,3,0,27,0,0,-1,-1,-1,81
12213,506,172,27,5,1,900,45,5039730,-1,-1,1
12214,506,199,3,4,2,600,45,5042920,-1,-1,1
12215,506,178,3,1,3,400,45,5083260,-1,-1,1
12216,506,137,34,6,4,300,45,5084210,-1,-1,1
12217,506,152,51,19,5,200,45,5116220,-1,-1,1
12218,506,203,6,16,6,100,45,5128450,-1,-1,1
12219,506,207,32,9,7,0,45,5132740,-1,-1,1
12220,506,200,21,17,8,0,45,5147480,-1,-1,1
12221,506,119,21,10,9,0,44,-1,-1,-1,11
12222,506,206,25,22,10,0,44,-1,-1,-1,11
12223,506,117,1,14,11,0,44,-1,-1,-1,11
12224,506,176,54,13,12,0,44,-1,-1,-1,11
12225,506,222,6,21,13,0,44,-1,-1,-1,11
12226,506,136,57,24,14,0,44,-1,-1,-1,11
12227,506,197,25,23,15,0,44,-1,-1,-1,11
12228,506,173,32,11,16,0,43,-1,-1,-1,67
12229,506,187,1,20,17,0,39,-1,-1,-1,5
12230,506,219,4,2,18,0,27,-1,-1,-1,5
12231,506,163,4,3,19,0,26,-1,-1,-1,5
12232,506,158,45,18,20,0,23,-1,-1,-1,6
12233,506,202,27,7,21,0,18,-1,-1,-1,7
12234,506,224,56,12,22,0,18,-1,-1,-1,23
12235,506,177,56,8,23,0,8,-1,-1,-1,67
12236,506,212,34,15,24,0,4,-1,-1,-1,6
12237,506,211,3,0,25,0,0,-1,-1,-1,81
12238,506,229,54,0,26,0,0,-1,-1,-1,81
12239,507,219,4,2,1,900,54,5175730,-1,-1,1
12240,507,178,3,3,2,600,54,5176550,-1,-1,1
12241,507,199,3,4,3,400,54,5195090,-1,-1,1
12242,507,172,27,5,4,300,54,5217750,-1,-1,1
12243,507,137,34,7,5,200,54,5238540,-1,-1,1
12244,507,173,32,9,6,100,54,5238540,-1,-1,1
12245,507,117,1,12,7,0,54,5269140,-1,-1,1
12246,507,203,6,15,8,0,53,-1,-1,-1,11
12247,507,163,4,1,9,0,53,-1,-1,-1,11
12248,507,212,34,14,10,0,53,-1,-1,-1,11
12249,507,224,56,23,11,0,53,-1,-1,-1,11
12250,507,176,54,16,12,0,53,-1,-1,-1,11
12251,507,222,6,22,13,0,53,-1,-1,-1,11
12252,507,119,21,18,14,0,53,-1,-1,-1,11
12253,507,211,3,20,15,0,52,-1,-1,-1,12
12254,507,177,56,11,16,0,52,-1,-1,-1,12
12255,507,95,32,24,17,0,40,-1,-1,-1,5
12256,507,187,1,21,18,0,34,-1,-1,-1,5
12257,507,152,51,8,19,0,28,-1,-1,-1,36
12258,507,202,27,13,20,0,25,-1,-1,-1,64
12259,507,197,25,6,21,0,25,-1,-1,-1,10
12260,507,158,45,19,22,0,23,-1,-1,-1,67
12261,507,206,25,10,23,0,12,-1,-1,-1,23
12262,507,207,32,17,24,0,6,-1,-1,-1,5
12263,507,136,57,0,25,0,0,-1,-1,-1,81
12264,507,200,21,0,26,0,0,-1,-1,-1,81
12265,508,137,34,5,1,900,72,5893830,-1,-1,1
12266,508,163,4,1,2,600,72,5906760,-1,-1,1
12267,508,172,27,6,3,400,72,5907260,-1,-1,1
12268,508,199,3,3,4,300,72,5909120,-1,-1,1
12269,508,197,25,17,5,200,72,5953850,-1,-1,1
12270,508,117,1,18,6,100,72,5976450,-1,-1,1
12271,508,203,6,7,7,0,71,-1,-1,-1,11
12272,508,207,32,10,8,0,70,-1,-1,-1,60
12273,508,222,6,12,9,0,70,-1,-1,-1,12
12274,508,176,54,20,10,0,69,-1,-1,-1,13
12275,508,178,3,4,11,0,69,-1,-1,-1,13
12276,508,206,25,23,12,0,60,-1,-1,-1,23
12277,508,152,51,8,13,0,58,-1,-1,-1,3
12278,508,158,45,19,14,0,38,-1,-1,-1,5
12279,508,119,21,14,15,0,29,-1,-1,-1,5
12280,508,219,4,2,16,0,23,-1,-1,-1,64
12281,508,230,51,22,17,0,21,-1,-1,-1,3
12282,508,209,57,24,18,0,21,-1,-1,-1,3
12283,508,187,1,9,19,0,18,-1,-1,-1,5
12284,508,224,56,21,20,0,16,-1,-1,-1,23
12285,508,95,32,16,21,0,15,-1,-1,-1,23
12286,508,173,32,11,22,0,2,-1,-1,-1,3
12287,508,202,27,15,23,0,2,-1,-1,-1,3
12288,508,212,34,13,24,0,1,-1,-1,-1,6
12289,508,211,3,0,25,0,0,-1,-1,-1,81
12290,508,136,57,0,26,0,0,-1,-1,-1,81
12291,508,191,21,0,27,0,0,-1,-1,-1,81
12292,508,177,56,0,28,0,0,-1,-1,-1,81
12293,508,200,21,0,29,0,0,-1,-1,-1,54
12294,509,137,34,5,1,900,60,5887520,-1,-1,1
12295,509,178,3,6,2,600,60,5916450,-1,-1,1
12296,509,199,3,3,3,400,60,5961190,-1,-1,1
12297,509,173,32,18,4,300,59,-1,-1,-1,11
12298,509,177,56,11,5,200,59,-1,-1,-1,11
12299,509,202,27,13,6,100,59,-1,-1,-1,11
12300,509,117,1,24,7,0,59,-1,-1,-1,11
12301,509,222,6,16,8,0,59,-1,-1,-1,11
12302,509,172,27,20,9,0,59,-1,-1,-1,11
12303,509,163,4,1,10,0,58,-1,-1,-1,12
12304,509,211,3,21,11,0,58,-1,-1,-1,12
12305,509,158,45,17,12,0,57,-1,-1,-1,13
12306,509,197,25,12,13,0,54,-1,-1,-1,23
12307,509,219,4,2,14,0,53,-1,-1,-1,6
12308,509,176,54,23,15,0,45,-1,-1,-1,5
12309,509,207,32,10,16,0,40,-1,-1,-1,5
12310,509,119,21,7,17,0,38,-1,-1,-1,5
12311,509,206,25,22,18,0,33,-1,-1,-1,3
12312,509,187,1,14,19,0,20,-1,-1,-1,67
12313,509,212,34,9,20,0,18,-1,-1,-1,22
12314,509,224,56,15,21,0,17,-1,-1,-1,3
12315,509,203,6,8,22,0,5,-1,-1,-1,29
12316,509,152,51,4,23,0,5,-1,-1,-1,29
12317,509,230,51,19,24,0,4,-1,-1,-1,20
12318,509,95,32,0,25,0,0,-1,-1,-1,81
12319,509,181,21,0,26,0,0,-1,-1,-1,81
12320,509,136,57,0,27,0,0,-1,-1,-1,81
12321,509,209,57,0,28,0,0,-1,-1,-1,81
12322,510,178,3,2,1,900,70,6405530,-1,-1,1
12323,510,199,3,5,2,600,70,6421070,-1,-1,1
12324,510,202,27,3,3,400,70,6424600,-1,-1,1
12325,510,187,1,7,4,300,70,6436510,-1,-1,1
12326,510,203,6,22,5,200,70,6460760,-1,-1,1
12327,510,212,34,10,6,100,69,-1,-1,-1,11
12328,510,197,25,15,7,0,69,-1,-1,-1,11
12329,510,172,27,9,8,0,68,-1,-1,-1,60
12330,510,177,56,6,9,0,68,-1,-1,-1,12
12331,510,173,32,17,10,0,68,-1,-1,-1,12
12332,510,200,21,21,11,0,67,-1,-1,-1,13
12333,510,136,57,19,12,0,66,-1,-1,-1,14
12334,510,117,1,12,13,0,41,-1,-1,-1,22
12335,510,163,4,23,14,0,39,-1,-1,-1,23
12336,510,219,4,13,15,0,25,-1,-1,-1,22
12337,510,137,34,1,16,0,23,-1,-1,-1,5
12338,510,207,32,18,17,0,11,-1,-1,-1,5
12339,510,110,51,8,18,0,8,-1,-1,-1,5
12340,510,158,45,14,19,0,8,-1,-1,-1,69
12341,510,224,56,16,20,0,8,-1,-1,-1,6
