constructorResultsId,raceId,constructorId,points
3218,303,3,1000
3219,303,1,600
3220,303,22,400
3221,303,25,300
3222,303,6,200
3223,303,18,100
3224,303,17,0
3225,303,29,0
3226,303,35,0
3227,303,33,0
3228,303,37,0
3229,303,32,0
3230,303,27,0
3231,304,1,1000
3232,304,22,1000
3233,304,6,300
3234,304,27,200
3235,304,17,100
3236,304,32,0
3237,304,29,0
3238,304,18,0
3239,304,37,0
3240,304,35,0
3241,304,33,0
3242,304,3,0
3243,304,25,0
3244,305,1,1000
3245,305,6,600
3246,305,22,400
3247,305,25,500
3248,305,33,100
3249,305,40,0
3250,305,39,0
3251,305,18,0
3252,305,17,0
3253,305,34,0
3254,305,32,0
3255,305,3,0
3256,305,29,0
3257,305,41,0
3258,305,27,0
3259,305,35,0
3260,305,42,0
3261,305,36,0
3262,306,1,1400
3263,306,3,600
3264,306,6,400
3265,306,22,200
3266,306,18,0
3267,306,32,0
3268,306,27,0
3269,306,35,0
3270,306,34,0
3271,306,17,0
3272,306,33,0
3273,306,25,0
3274,306,41,0
3275,306,39,0
3276,306,29,0
3277,306,36,0
3278,306,40,0
3279,306,42,0
3280,307,1,1600
3281,307,35,400
3282,307,18,300
3283,307,32,300
3284,307,27,0
3285,307,34,0
3286,307,40,0
3287,307,41,0
3288,307,22,0
3289,307,25,0
3290,307,17,0
3291,307,26,0
3292,307,3,0
3293,307,6,0
3294,307,39,0
3295,307,29,0
3296,307,36,0
3297,307,42,0
3298,308,1,1000
3299,308,3,600
3300,308,6,600
3301,308,22,300
3302,308,35,100
3303,308,27,0
3304,308,17,0
3305,308,26,0
3306,308,18,0
3307,308,32,0
3308,308,41,0
3309,308,25,0
3310,308,34,0
3311,308,29,0
3312,308,39,0
3313,308,40,0
3314,308,42,0
3315,308,36,0
3316,309,22,1000
3317,309,25,600
3318,309,3,500
3319,309,17,500
3320,309,18,0
3321,309,27,0
3322,309,35,0
3323,309,41,0
3324,309,29,0
3325,309,6,0
3326,309,26,0
3327,309,1,0
3328,309,32,0
3329,309,34,0
3330,309,39,0
3331,309,36,0
3332,309,40,0
3333,309,42,0
3334,310,3,1600
3335,310,1,400
3336,310,17,300
3337,310,22,200
3338,310,26,100
3339,310,18,0
3340,310,27,0
3341,310,32,0
3342,310,25,0
3343,310,34,0
3344,310,6,0
3345,310,35,0
3346,310,29,0
3347,310,41,0
3348,310,36,0
3349,310,39,0
3350,310,40,0
3351,310,42,0
3352,311,3,1200
3353,311,6,900
3354,311,1,400
3355,311,17,100
3356,311,41,0
3357,311,22,0
3358,311,18,0
3359,311,32,0
3360,311,27,0
3361,311,25,0
3362,311,36,0
3363,311,26,0
3364,311,35,0
3365,311,34,0
3366,311,29,0
3367,311,39,0
3368,311,40,0
3369,311,42,0
3370,312,3,1000
3371,312,1,900
3372,312,6,400
3373,312,22,200
3374,312,17,100
3375,312,25,0
3376,312,18,0
3377,312,35,0
3378,312,32,0
3379,312,34,0
3380,312,26,0
3381,312,27,0
3382,312,29,0
3383,312,41,0
3384,312,39,0
3385,312,36,0
3386,312,40,0
3387,312,42,0
3388,313,3,1600
3389,313,6,400
3390,313,1,300
3391,313,17,300
3392,313,22,0
3393,313,27,0
3394,313,35,0
3395,313,34,0
3396,313,25,0
3397,313,41,0
3398,313,32,0
3399,313,26,0
3400,313,18,0
3401,313,40,0
3402,313,29,0
3403,313,39,0
3404,313,36,0
3405,313,42,0
3406,314,1,1300
3407,314,3,1000
3408,314,6,200
3409,314,41,100
3410,314,17,0
3411,314,22,0
3412,314,27,0
3413,314,25,0
3414,314,18,0
3415,314,32,0
3416,314,40,0
3417,314,34,0
3418,314,35,0
3419,314,26,0
3420,314,36,0
3421,314,29,0
3422,314,39,0
3423,314,42,0
3424,315,1,1600
3425,315,22,700
3426,315,3,200
3427,315,34,100
3428,315,32,0
3429,315,35,0
3430,315,36,0
3431,315,27,0
3432,315,18,0
3433,315,17,0
3434,315,25,0
3435,315,6,0
3436,315,26,0
3437,315,41,0
3438,315,40,0
3439,315,29,0
3440,315,39,0
3441,315,42,0
3442,316,3,1000
3443,316,1,900
3444,316,6,400
3445,316,22,300
3446,316,17,0
3447,316,41,0
3448,316,18,0
3449,316,35,0
3450,316,27,0
3451,316,34,0
3452,316,32,0
3453,316,40,0
3454,316,36,0
3455,316,25,0
3456,316,26,0
3457,316,29,0
3458,316,39,0
3459,316,42,0
3460,317,3,1000
3461,317,1,600
3462,317,6,400
3463,317,18,300
3464,317,22,300
3465,317,41,0
3466,317,17,0
3467,317,27,0
3468,317,34,0
3469,317,25,0
3470,317,32,0
3471,317,29,0
3472,317,26,0
3473,317,35,0
3474,317,39,0
3475,317,40,0
3476,317,36,0
3477,317,42,0
3478,318,3,1400
3479,318,6,900
3480,318,1,200
3481,318,22,100
3482,318,41,0
3483,318,35,0
3484,318,17,0
3485,318,34,0
3486,318,36,0
3487,318,18,0
3488,318,25,0
3489,318,27,0
3490,318,29,0
3491,318,32,0
3492,318,26,0
3493,318,40,0
3494,318,39,0
3495,319,1,1600
3496,319,3,400
3497,319,6,300
3498,319,34,200
3499,319,25,100
3500,319,22,0
3501,319,41,0
3502,319,27,0
3503,319,29,0
3504,319,36,0
3505,319,18,0
3506,319,32,0
3507,319,26,0
3508,319,17,0
3509,319,35,0
3510,319,40,0
3511,319,42,0
3512,320,1,700
3513,320,3,400
3514,320,22,150
3515,320,6,50
3516,320,35,0
3517,320,17,0
3518,320,25,0
3519,320,32,0
3520,320,29,0
3521,320,41,0
3522,320,18,0
3523,320,34,0
3524,320,27,0
3525,320,40,0
3526,320,33,0
3527,320,36,0
3528,320,42,0
3529,321,1,900
3530,321,25,700
3531,321,3,400
3532,321,22,300
3533,321,34,200
3534,321,18,0
3535,321,33,0
3536,321,21,0
3537,321,44,0
3538,321,41,0
3539,321,6,0
3540,321,45,0
3541,321,35,0
3542,321,32,0
3543,321,27,0
3544,321,46,0
3545,321,39,0
3546,321,47,0
3547,321,42,0
3548,322,6,1200
3549,322,1,1000
3550,322,3,200
3551,322,22,100
3552,322,25,0
3553,322,18,0
3554,322,27,0
3555,322,35,0
3556,322,21,0
3557,322,32,0
3558,322,34,0
3559,322,39,0
3560,322,33,0
3561,322,45,0
3562,322,46,0
3563,322,41,0
3564,322,44,0
3565,322,42,0
3566,322,47,0
3567,323,3,900
3568,323,1,600
3569,323,22,600
3570,323,6,300
3571,323,25,100
3572,323,32,0
3573,323,27,0
3574,323,18,0
3575,323,46,0
3576,323,33,0
3577,323,45,0
3578,323,34,0
3579,323,35,0
3580,323,41,0
3581,323,44,0
3582,323,21,0
3583,323,42,0
3584,323,47,0
3585,323,39,0
3586,324,1,1300
3587,324,25,600
3588,324,3,300
3589,324,21,200
3590,324,33,100
3591,324,46,0
3592,324,32,0
3593,324,6,0
3594,324,18,0
3595,324,27,0
3596,324,35,0
3597,324,22,0
3598,324,34,0
3599,324,41,0
3600,324,45,0
3601,324,44,0
3602,324,39,0
3603,324,42,0
3604,324,47,0
3605,325,1,1200
3606,325,22,600
3607,325,6,600
3608,325,32,100
3609,325,34,0
3610,325,21,0
3611,325,33,0
3612,325,41,0
3613,325,25,0
3614,325,45,0
3615,325,46,0
3616,325,35,0
3617,325,3,0
3618,325,27,0
3619,325,18,0
3620,325,44,0
3621,325,39,0
3622,325,42,0
3623,325,47,0
3624,326,6,1500
3625,326,1,400
3626,326,22,400
3627,326,3,200
3628,326,25,0
3629,326,32,0
3630,326,34,0
3631,326,18,0
3632,326,35,0
3633,326,46,0
3634,326,27,0
3635,326,21,0
3636,326,45,0
3637,326,33,0
3638,326,44,0
3639,326,41,0
3640,326,39,0
3641,326,42,0
3642,326,47,0
3643,327,6,900
3644,327,41,600
3645,327,1,600
3646,327,22,300
3647,327,3,100
3648,327,33,0
3649,327,27,0
3650,327,21,0
3651,327,32,0
3652,327,34,0
3653,327,39,0
3654,327,35,0
3655,327,25,0
3656,327,18,0
3657,327,46,0
3658,327,45,0
3659,327,44,0
3660,327,42,0
3661,327,47,0
3662,328,6,900
3663,328,3,600
3664,328,1,400
3665,328,33,400
3666,328,22,200
3667,328,21,0
3668,328,25,0
3669,328,34,0
3670,328,27,0
3671,328,35,0
3672,328,18,0
3673,328,41,0
3674,328,32,0
3675,328,39,0
3676,328,45,0
3677,328,46,0
3678,328,44,0
3679,328,42,0
3680,328,47,0
3681,329,1,1300
3682,329,22,600
3683,329,6,300
3684,329,3,300
3685,329,41,0
3686,329,32,0
3687,329,21,0
3688,329,27,0
3689,329,25,0
3690,329,46,0
3691,329,33,0
3692,329,18,0
3693,329,34,0
3694,329,35,0
3695,329,45,0
3696,329,39,0
3697,329,44,0
3698,329,42,0
3699,329,47,0
3700,330,3,1200
3701,330,1,600
3702,330,22,400
3703,330,32,200
3704,330,33,100
3705,330,41,0
3706,330,21,0
3707,330,35,0
3708,330,27,0
3709,330,39,0
3710,330,18,0
3711,330,6,0
3712,330,25,0
3713,330,34,0
3714,330,46,0
3715,330,45,0
3716,330,42,0
3717,330,44,0
3718,330,47,0
3719,331,1,1300
3720,331,6,600
3721,331,22,500
3722,331,41,100
3723,331,25,0
3724,331,33,0
3725,331,21,0
3726,331,32,0
3727,331,27,0
3728,331,18,0
3729,331,45,0
3730,331,34,0
3731,331,35,0
3732,331,3,0
3733,331,39,0
3734,331,42,0
3735,331,44,0
3736,331,47,0
3737,332,1,1300
3738,332,6,900
3739,332,3,200
3740,332,25,100
3741,332,22,0
3742,332,21,0
3743,332,35,0
3744,332,27,0
3745,332,39,0
3746,332,41,0
3747,332,33,0
3748,332,45,0
3749,332,34,0
3750,332,32,0
3751,332,18,0
3752,332,42,0
3753,332,44,0
3754,332,47,0
3755,333,6,1300
3756,333,1,900
3757,333,22,300
3758,333,3,0
3759,333,25,0
3760,333,21,0
3761,333,27,0
3762,333,18,0
3763,333,41,0
3764,333,33,0
3765,333,35,0
3766,333,34,0
3767,333,32,0
3768,333,39,0
3769,333,45,0
3770,333,42,0
3771,333,44,0
3772,333,47,0
3773,334,6,1500
3774,334,22,400
3775,334,3,500
3776,334,33,100
3777,334,27,0
3778,334,41,0
3779,334,39,0
3780,334,21,0
3781,334,32,0
3782,334,1,0
3783,334,35,0
3784,334,45,0
3785,334,18,0
3786,334,25,0
3787,334,34,0
3788,334,42,0
3789,334,44,0
3790,334,47,0
3791,335,22,1500
3792,335,33,400
3793,335,3,500
3794,335,25,100
3795,335,27,0
3796,335,18,0
3797,335,21,0
3798,335,32,0
3799,335,6,0
3800,335,35,0
3801,335,41,0
3802,335,34,0
3803,335,1,0
3804,335,45,0
3805,335,39,0
3806,335,42,0
3807,336,22,900
3808,336,6,1000
3809,336,1,300
3810,336,3,300
3811,336,25,0
3812,336,18,0
3813,336,27,0
3814,336,34,0
3815,336,45,0
3816,336,35,0
3817,336,39,0
3818,336,32,0
3819,336,41,0
3820,336,33,0
3821,336,21,0
3822,336,42,0
3823,1,23,1800
3824,1,1,0
3825,1,7,1100
3826,1,4,400
3827,1,3,300
3828,1,5,300
3829,1,10,0
3830,1,2,0
3831,1,9,0
3832,1,6,0
3833,2,23,700
3834,2,2,400
3835,2,7,550
3836,2,9,150
3837,2,1,100
3838,2,3,50
3839,2,6,0
3840,2,5,0
3841,2,4,0
3842,2,10,0
3843,3,9,1800
3844,3,23,1100
3845,3,1,700
3846,3,7,200
3847,3,5,100
3848,3,4,0
3849,3,6,0
3850,3,2,0
3851,3,10,0
3852,3,3,0
3853,4,23,1400
3854,4,9,800
3855,4,7,800
3856,4,1,500
3857,4,6,300
3858,4,4,100
3859,4,3,0
3860,4,5,0
3861,4,10,0
3862,4,2,0
3863,5,23,1800
3864,5,9,1100
3865,5,4,400
3866,5,6,300
3867,5,2,200
3868,5,3,100
3869,5,1,0
3870,5,7,0
3871,5,10,0
3872,5,5,0
3873,6,23,1800
3874,6,6,1100
3875,6,9,400
3876,6,3,300
3877,6,4,200
3878,6,5,100
3879,6,10,0
3880,6,7,0
3881,6,2,0
3882,6,1,0
3883,7,23,1000
3884,7,9,1400
3885,7,7,600
3886,7,3,400
3887,7,6,300
3888,7,2,200
3889,7,4,0
3890,7,1,0
3891,7,5,0
3892,7,10,0
3893,8,9,1800
3894,8,23,900
3895,8,6,600
3896,8,3,400
3897,8,7,200
3898,8,10,0
3899,8,4,0
3900,8,2,0
3901,8,1,0
3902,8,5,0
3903,9,9,1800
3904,9,6,600
3905,9,3,500
3906,9,23,700
3907,9,4,200
3908,9,1,100
3909,9,7,0
3910,9,2,0
3911,9,10,0
3912,9,5,0
3913,10,1,1400
3914,10,6,800
3915,10,9,600
3916,10,3,500
3917,10,7,400
3918,10,23,200
3919,10,2,0
3920,10,4,0
3921,10,10,0
3922,10,5,0
3923,11,23,1200
3924,11,1,1300
3925,11,6,600
3926,11,3,400
3927,11,4,300
3928,11,2,100
3929,11,9,0
3930,11,10,0
3931,11,7,0
3932,11,5,0
3933,12,6,1000
3934,12,10,800
3935,12,9,600
3936,12,2,900
3937,12,1,300
3938,12,23,200
3939,12,3,100
3940,12,7,0
3941,12,5,0
3942,12,4,0
3943,13,23,1800
3944,13,6,600
3945,13,10,500
3946,13,4,400
3947,13,1,300
3948,13,2,200
3949,13,9,100
3950,13,3,0
3951,13,7,0
3952,13,5,0
3953,14,1,1200
3954,14,7,800
3955,14,4,600
3956,14,9,500
3957,14,23,700
3958,14,2,100
3959,14,3,0
3960,14,6,0
3961,14,10,0
3962,14,5,0
3963,15,9,1000
3964,15,7,800
3965,15,1,600
3966,15,6,500
3967,15,3,400
3968,15,2,300
3969,15,23,300
3970,15,4,0
3971,15,10,0
3972,15,5,0
3973,16,9,1500
3974,16,2,800
3975,16,1,600
3976,16,23,500
3977,16,6,300
3978,16,5,200
3979,16,7,0
3980,16,10,0
3981,16,4,0
3982,16,3,0
3983,356,6,900
3984,356,1,600
3985,356,37,400
3986,356,22,400
3987,356,21,200
3988,356,25,0
3989,356,32,0
3990,356,27,0
3991,356,33,0
3992,356,35,0
3993,356,48,0
3994,356,3,0
3995,356,49,0
3996,356,34,0
3997,356,45,0
3998,356,18,0
3999,356,44,0
4000,356,42,0
4001,356,39,0
4002,356,46,0
4003,357,1,1500
4004,357,22,400
4005,357,3,300
4006,357,21,200
4007,357,25,100
4008,357,35,0
4009,357,39,0
4010,357,45,0
4011,357,34,0
4012,357,32,0
4013,357,18,0
4014,357,37,0
4015,357,6,0
4016,357,27,0
4017,357,33,0
4018,357,48,0
4019,357,42,0
4020,357,46,0
4021,357,44,0
4022,357,49,0
4023,358,1,1500
4024,358,34,500
4025,358,35,300
4026,358,25,200
4027,358,21,0
4028,358,22,0
4029,358,3,0
4030,358,37,0
4031,358,27,0
4032,358,18,0
4033,358,39,0
4034,358,42,0
4035,358,33,0
4036,358,32,0
4037,358,6,0
4038,358,48,0
4039,358,45,0
4040,358,46,0
4041,358,49,0
4042,358,44,0
4043,359,1,1100
4044,359,3,600
4045,359,25,400
4046,359,22,300
4047,359,39,100
4048,359,21,0
4049,359,27,0
4050,359,34,0
4051,359,32,0
4052,359,48,0
4053,359,35,0
4054,359,18,0
4055,359,6,0
4056,359,33,0
4057,359,46,0
4058,359,37,0
4059,359,42,0
4060,359,44,0
4061,359,45,0
4062,359,49,0
4063,360,1,900
4064,360,3,700
4065,360,21,400
4066,360,48,300
4067,360,22,200
4068,360,39,0
4069,360,35,0
4070,360,25,0
4071,360,6,0
4072,360,32,0
4073,360,46,0
4074,360,18,0
4075,360,34,0
4076,360,37,0
4077,360,33,0
4078,360,27,0
4079,360,42,0
4080,360,45,0
4081,360,44,0
4082,360,49,0
4083,361,3,1500
4084,361,35,500
4085,361,32,300
4086,361,27,200
4087,361,1,0
4088,361,48,0
4089,361,42,0
4090,361,21,0
4091,361,25,0
4092,361,45,0
4093,361,37,0
4094,361,33,0
4095,361,46,0
4096,361,18,0
4097,361,6,0
4098,361,39,0
4099,361,34,0
4100,361,22,0
4101,361,44,0
4102,361,49,0
4103,362,1,900
4104,362,6,600
4105,362,3,400
4106,362,25,300
4107,362,46,200
4108,362,27,100
4109,362,21,0
4110,362,32,0
4111,362,22,0
4112,362,33,0
4113,362,37,0
4114,362,34,0
4115,362,18,0
4116,362,39,0
4117,362,35,0
4118,362,48,0
4119,362,42,0
4120,362,45,0
4121,362,49,0
4122,362,44,0
4123,363,1,900
4124,363,6,600
4125,363,22,400
4126,363,32,300
4127,363,18,300
4128,363,27,0
4129,363,21,0
4130,363,3,0
4131,363,46,0
4132,363,37,0
4133,363,34,0
4134,363,33,0
4135,363,25,0
4136,363,45,0
4137,363,35,0
4138,363,42,0
4139,363,39,0
4140,363,48,0
4141,363,44,0
4142,363,49,0
4143,364,1,1500
4144,364,6,400
4145,364,3,300
4146,364,32,200
4147,364,21,100
4148,364,35,0
4149,364,34,0
4150,364,18,0
4151,364,25,0
4152,364,27,0
4153,364,37,0
4154,364,22,0
4155,364,33,0
4156,364,46,0
4157,364,48,0
4158,364,39,0
4159,364,45,0
4160,364,42,0
4161,364,44,0
4162,364,49,0
4163,365,6,900
4164,365,1,900
4165,365,3,400
4166,365,21,200
4167,365,32,100
4168,365,35,0
4169,365,22,0
4170,365,25,0
4171,365,34,0
4172,365,18,0
4173,365,46,0
4174,365,37,0
4175,365,33,0
4176,365,45,0
4177,365,27,0
4178,365,48,0
4179,365,39,0
4180,365,49,0
4181,365,42,0
4182,365,44,0
4183,366,1,1500
4184,366,6,400
4185,366,3,300
4186,366,22,200
4187,366,21,100
4188,366,37,0
4189,366,46,0
4190,366,18,0
4191,366,35,0
4192,366,27,0
4193,366,25,0
4194,366,33,0
4195,366,34,0
4196,366,32,0
4197,366,48,0
4198,366,45,0
4199,366,42,0
4200,366,39,0
4201,366,49,0
4202,366,44,0
4203,367,1,900
4204,367,6,600
4205,367,3,700
4206,367,25,200
4207,367,34,100
4208,367,18,0
4209,367,27,0
4210,367,32,0
4211,367,35,0
4212,367,46,0
4213,367,22,0
4214,367,37,0
4215,367,21,0
4216,367,45,0
4217,367,33,0
4218,367,48,0
4219,367,39,0
4220,367,42,0
4221,367,49,0
4222,367,44,0
4223,368,6,900
4224,368,1,600
4225,368,46,400
4226,368,22,300
4227,368,18,200
4228,368,25,100
4229,368,32,0
4230,368,34,0
4231,368,33,0
4232,368,37,0
4233,368,27,0
4234,368,3,0
4235,368,21,0
4236,368,35,0
4237,368,42,0
4238,368,48,0
4239,368,39,0
4240,368,45,0
4241,368,44,0
4242,368,49,0
4243,369,1,1300
4244,369,6,600
4245,369,25,300
4246,369,3,200
4247,369,33,100
4248,369,35,0
4249,369,32,0
4250,369,21,0
4251,369,22,0
4252,369,34,0
4253,369,37,0
4254,369,18,0
4255,369,27,0
4256,369,46,0
4257,369,45,0
4258,369,48,0
4259,369,39,0
4260,369,42,0
4261,369,49,0
4262,369,44,0
4263,370,22,900
4264,370,3,1000
4265,370,32,300
4266,370,34,200
4267,370,21,100
4268,370,37,0
4269,370,35,0
4270,370,1,0
4271,370,6,0
4272,370,25,0
4273,370,33,0
4274,370,27,0
4275,370,45,0
4276,370,49,0
4277,370,18,0
4278,370,48,0
4279,370,42,0
4280,370,46,0
4281,370,44,0
4282,370,39,0
4283,371,3,1300
4284,371,22,800
4285,371,32,300
4286,371,18,100
4287,371,37,0
4288,371,34,0
4289,371,21,0
4290,371,46,0
4291,371,27,0
4292,371,45,0
4293,371,6,0
4294,371,1,0
4295,371,35,0
4296,371,33,0
4297,371,25,0
4298,371,48,0
4299,371,49,0
4300,371,42,0
4301,371,44,0
4302,371,39,0
4303,372,1,900
4304,372,6,800
4305,372,32,500
4306,372,21,300
4307,372,22,0
4308,372,27,0
4309,372,48,0
4310,372,25,0
4311,372,18,0
4312,372,33,0
4313,372,42,0
4314,372,39,0
4315,372,44,0
4316,372,3,0
4317,372,37,0
4318,372,49,0
4319,372,45,0
4320,372,35,0
4321,373,1,1500
4322,373,32,400
4323,373,22,400
4324,373,6,200
4325,373,21,0
4326,373,39,0
4327,373,18,0
4328,373,33,0
4329,373,3,0
4330,373,25,0
4331,373,37,0
4332,373,44,0
4333,373,42,0
4334,373,35,0
4335,373,49,0
4336,373,48,0
4337,373,45,0
4338,373,27,0
4339,374,1,900
4340,374,6,1000
4341,374,21,300
4342,374,25,200
4343,374,3,100
4344,374,33,0
4345,374,22,0
4346,374,45,0
4347,374,37,0
4348,374,49,0
4349,374,18,0
4350,374,48,0
4351,374,27,0
4352,374,44,0
4353,374,42,0
4354,374,32,0
4355,374,35,0
4356,374,39,0
4357,375,1,1500
4358,375,6,700
4359,375,21,300
4360,375,22,0
4361,375,33,0
4362,375,27,0
4363,375,18,0
4364,375,39,0
4365,375,44,0
4366,375,42,0
4367,375,49,0
4368,375,37,0
4369,375,32,0
4370,375,48,0
4371,375,3,0
4372,375,35,0
4373,375,25,0
4374,375,45,0
4375,376,1,1500
4376,376,22,400
4377,376,32,300
4378,376,37,200
4379,376,25,100
4380,376,21,0
4381,376,42,0
4382,376,48,0
4383,376,33,0
4384,376,44,0
4385,376,18,0
4386,376,49,0
4387,376,39,0
4388,376,27,0
4389,376,6,0
4390,376,3,0
4391,376,45,0
4392,376,35,0
4393,377,1,1500
4394,377,22,400
4395,377,48,300
4396,377,25,200
4397,377,18,100
4398,377,33,0
4399,377,35,0
4400,377,44,0
4401,377,6,0
4402,377,27,0
4403,377,37,0
4404,377,3,0
4405,377,32,0
4406,377,21,0
4407,377,39,0
4408,377,45,0
4409,377,49,0
4410,377,42,0
4411,378,1,1500
4412,378,6,700
4413,378,32,200
4414,378,22,100
4415,378,37,0
4416,378,48,0
4417,378,21,0
4418,378,35,0
4419,378,33,0
4420,378,44,0
4421,378,18,0
4422,378,45,0
4423,378,49,0
4424,378,3,0
4425,378,25,0
4426,378,39,0
4427,378,27,0
4428,378,42,0
4429,379,1,900
4430,379,3,600
4431,379,22,400
4432,379,37,300
4433,379,32,200
4434,379,21,100
4435,379,6,0
4436,379,35,0
4437,379,44,0
4438,379,33,0
4439,379,18,0
4440,379,25,0
4441,379,27,0
4442,379,45,0
4443,379,48,0
4444,379,39,0
4445,379,49,0
4446,379,42,0
4447,380,1,1500
4448,380,6,700
4449,380,37,200
4450,380,22,100
4451,380,21,0
4452,380,32,0
4453,380,25,0
4454,380,49,0
4455,380,48,0
4456,380,35,0
4457,380,44,0
4458,380,27,0
4459,380,33,0
4460,380,39,0
4461,380,3,0
4462,380,45,0
4463,380,18,0
4464,380,42,0
4465,381,1,1500
4466,381,22,400
4467,381,6,300
4468,381,37,200
4469,381,3,100
4470,381,32,0
4471,381,33,0
4472,381,18,0
4473,381,44,0
4474,381,42,0
4475,381,21,0
4476,381,27,0
4477,381,48,0
4478,381,35,0
4479,381,39,0
4480,381,25,0
4481,381,49,0
4482,381,45,0
4483,382,1,1500
4484,382,37,400
4485,382,32,300
4486,382,21,300
4487,382,3,0
4488,382,35,0
4489,382,33,0
4490,382,39,0
4491,382,27,0
4492,382,25,0
4493,382,49,0
4494,382,22,0
4495,382,42,0
4496,382,6,0
4497,382,45,0
4498,382,48,0
4499,382,18,0
4500,382,44,0
4501,383,6,1500
4502,383,21,700
4503,383,37,200
4504,383,22,100
4505,383,3,0
4506,383,1,0
4507,383,25,0
4508,383,27,0
4509,383,33,0
4510,383,39,0
4511,383,49,0
4512,383,48,0
4513,383,35,0
4514,383,18,0
4515,383,32,0
4516,383,45,0
4517,383,42,0
4518,383,44,0
4519,384,1,1000
4520,384,37,600
4521,384,22,400
4522,384,21,300
4523,384,6,200
4524,384,35,0
4525,384,18,0
4526,384,39,0
4527,384,27,0
4528,384,42,0
4529,384,45,0
4530,384,3,0
4531,384,25,0
4532,384,32,0
4533,384,33,0
4534,384,48,0
4535,384,49,0
4536,384,44,0
4537,385,1,1200
4538,385,3,800
4539,385,22,400
4540,385,6,100
4541,385,37,0
4542,385,32,0
4543,385,35,0
4544,385,33,0
4545,385,18,0
4546,385,44,0
4547,385,27,0
4548,385,21,0
4549,385,48,0
4550,385,39,0
4551,385,45,0
4552,385,25,0
4553,385,49,0
4554,385,42,0
4555,386,1,1500
4556,386,22,600
4557,386,6,300
4558,386,3,100
4559,386,32,0
4560,386,39,0
4561,386,33,0
4562,386,37,0
4563,386,25,0
4564,386,18,0
4565,386,27,0
4566,386,48,0
4567,386,21,0
4568,386,45,0
4569,386,35,0
4570,386,49,0
4571,386,44,0
4572,386,42,0
4573,387,1,1500
4574,387,32,400
4575,387,3,300
4576,387,22,200
4577,387,37,100
4578,387,18,0
4579,387,48,0
4580,387,27,0
4581,387,33,0
4582,387,39,0
4583,387,49,0
4584,387,44,0
4585,387,21,0
4586,387,35,0
4587,387,6,0
4588,387,25,0
4589,387,42,0
4590,387,45,0
4591,388,1,1300
4592,388,3,700
4593,388,6,300
4594,388,22,200
4595,388,32,0
4596,388,49,0
4597,388,25,0
4598,388,39,0
4599,388,21,0
4600,388,34,0
4601,388,45,0
4602,388,18,0
4603,388,37,0
4604,389,3,900
4605,389,32,700
4606,389,6,400
4607,389,1,300
4608,389,49,200
4609,389,25,0
4610,389,34,0
4611,389,33,0
4612,389,21,0
4613,389,45,0
4614,389,39,0
4615,389,22,0
4616,389,18,0
4617,389,37,0
4618,389,27,0
4619,390,1,1500
4620,390,34,400
4621,390,21,300
4622,390,32,200
4623,390,27,100
4624,390,33,0
4625,390,25,0
4626,390,39,0
4627,390,22,0
4628,390,49,0
4629,390,3,0
4630,390,37,0
4631,390,45,0
4632,390,6,0
4633,390,18,0
4634,391,32,900
4635,391,3,600
4636,391,6,700
4637,391,25,200
4638,391,37,100
4639,391,49,0
4640,391,22,0
4641,391,1,0
4642,391,27,0
4643,391,39,0
4644,391,21,0
4645,391,33,0
4646,391,34,0
4647,391,45,0
4648,391,18,0
4649,392,32,900
4650,392,3,800
4651,392,1,400
4652,392,6,300
4653,392,21,100
4654,392,49,0
4655,392,34,0
4656,392,27,0
4657,392,25,0
4658,392,39,0
4659,392,22,0
4660,392,33,0
4661,392,18,0
4662,392,37,0
4663,392,45,0
4664,393,3,1500
4665,393,1,400
4666,393,32,300
4667,393,22,200
4668,393,25,100
4669,393,39,0
4670,393,6,0
4671,393,21,0
4672,393,33,0
4673,393,37,0
4674,393,18,0
4675,393,27,0
4676,393,49,0
4677,393,34,0
4678,393,45,0
4679,394,3,1500
4680,394,32,700
4681,394,21,200
4682,394,22,100
4683,394,25,0
4684,394,39,0
4685,394,49,0
4686,394,1,0
4687,394,6,0
4688,394,18,0
4689,394,45,0
4690,394,34,0
4691,394,33,0
4692,394,27,0
4693,394,37,0
4694,395,3,900
4695,395,1,600
4696,395,32,400
4697,395,25,500
4698,395,33,100
4699,395,49,0
4700,395,27,0
4701,395,18,0
4702,395,22,0
4703,395,21,0
4704,395,6,0
4705,395,45,0
4706,395,34,0
4707,395,39,0
4708,395,37,0
4709,396,3,900
4710,396,32,600
4711,396,1,400
4712,396,22,300
4713,396,34,200
4714,396,21,100
4715,396,25,0
4716,396,37,0
4717,396,18,0
4718,396,27,0
4719,396,39,0
4720,396,45,0
4721,396,33,0
4722,396,49,0
4723,396,6,0
4724,397,3,1500
4725,397,22,700
4726,397,32,200
4727,397,1,100
4728,397,27,0
4729,397,49,0
4730,397,37,0
4731,397,33,0
4732,397,25,0
4733,397,39,0
4734,397,34,0
4735,397,6,0
4736,397,21,0
4737,397,18,0
4738,397,45,0
4739,398,3,1300
4740,398,32,600
4741,398,6,300
4742,398,22,200
4743,398,1,100
4744,398,27,0
4745,398,49,0
4746,398,25,0
4747,398,37,0
4748,398,18,0
4749,398,33,0
4750,398,21,0
4751,398,45,0
4752,398,34,0
4753,398,42,0
4754,398,39,0
4755,399,1,1100
4756,399,6,600
4757,399,3,400
4758,399,22,300
4759,399,21,100
4760,399,32,0
4761,399,37,0
