gameid,leagueid,hometeamid,awayteamid,year,homegoals,awaygoals
8094,4,142,159,2018,0,0
8095,4,156,138,2018,5,1
8096,4,223,147,2018,2,0
8097,4,144,137,2018,1,0
8098,4,143,146,2018,1,0
8099,4,146,151,2018,3,1
8100,4,150,140,2018,5,2
8101,4,139,153,2018,0,1
8102,4,154,158,2018,1,2
8103,4,152,141,2018,2,2
8104,4,148,142,2018,0,0
8105,4,159,156,2018,0,1
8106,4,138,223,2018,1,0
8107,4,147,144,2018,0,0
8108,4,137,143,2018,0,1
8109,4,140,151,2018,3,0
8110,4,153,150,2018,3,5
8111,4,158,139,2018,1,0
8112,4,141,154,2018,1,1
8113,4,142,152,2018,3,0
8114,4,156,148,2018,0,2
8115,4,143,147,2018,2,0
8116,4,137,146,2018,1,2
8117,4,223,159,2018,3,0
8118,4,144,138,2018,1,2
8119,4,146,140,2018,2,1
8120,4,150,158,2018,4,0
8121,4,151,153,2018,0,2
8122,4,148,223,2018,6,1
8123,4,152,156,2018,2,0
8124,4,154,142,2018,1,0
8125,4,139,141,2018,0,0
8126,4,147,137,2018,2,1
8127,4,138,143,2018,2,5
8128,4,159,144,2018,0,0
8129,4,153,140,2018,0,0
8130,4,142,139,2018,3,0
8131,4,156,154,2018,1,0
8132,4,223,152,2018,1,0
8133,4,141,150,2018,1,0
8134,4,158,151,2018,1,0
8135,4,143,159,2018,4,0
8136,4,147,146,2018,1,1
8137,4,137,138,2018,0,1
8138,4,144,148,2018,1,1
8139,4,146,153,2018,2,0
8140,4,140,158,2018,2,1
8141,4,151,141,2018,1,1
8142,4,150,142,2018,3,1
8143,4,139,156,2018,1,1
8144,4,154,223,2018,0,2
8145,4,152,144,2018,2,1
8146,4,148,143,2018,1,0
8147,4,159,137,2018,2,0
8148,4,138,147,2018,2,0
8149,4,158,153,2018,1,3
8150,4,141,140,2018,2,1
8151,4,142,151,2018,0,1
8152,4,156,150,2018,1,2
8153,4,223,139,2018,2,0
8154,4,144,154,2018,0,2
8155,4,143,152,2018,3,0
8156,4,137,148,2018,0,2
8157,4,147,159,2018,2,0
8158,4,138,146,2018,0,2
8159,4,146,158,2018,3,1
8160,4,153,141,2018,3,0
8161,4,140,142,2018,1,2
8162,4,151,156,2018,2,1
8163,4,150,223,2018,6,3
8164,4,139,144,2018,1,1
8165,4,154,143,2018,2,1
8166,4,152,137,2018,0,0
8167,4,148,147,2018,2,0
8168,4,159,138,2018,2,1
8169,4,141,158,2018,0,0
8170,4,142,153,2018,0,1
8171,4,156,140,2018,0,0
8172,4,223,151,2018,1,1
8173,4,144,150,2018,0,3
8174,4,143,139,2018,1,0
8175,4,137,154,2018,1,0
8176,4,147,152,2018,1,1
8177,4,138,148,2018,2,2
8178,4,159,146,2018,0,1
8179,4,152,138,2018,4,0
8180,4,139,137,2018,3,2
8181,4,154,147,2018,1,3
8182,4,148,159,2018,3,1
8183,4,146,141,2018,1,0
8184,4,158,142,2018,2,0
8185,4,153,156,2018,2,0
8186,4,140,223,2018,5,0
8187,4,151,144,2018,2,1
8188,4,150,143,2018,1,1
8189,4,142,141,2018,1,0
8190,4,156,158,2018,0,1
8191,4,223,153,2018,0,1
8192,4,144,140,2018,0,1
8193,4,143,151,2018,3,0
8194,4,137,150,2018,1,2
8195,4,147,139,2018,2,3
8196,4,138,154,2018,2,2
8197,4,148,146,2018,2,1
8198,4,159,152,2018,1,0
8199,4,141,156,2018,0,1
8200,4,146,142,2018,1,2
8201,4,151,137,2018,1,0
8202,4,140,143,2018,3,0
8203,4,153,144,2018,1,0
8204,4,158,223,2018,1,2
8205,4,150,147,2018,1,1
8206,4,139,138,2018,0,0
8207,4,154,159,2018,2,1
8208,4,152,148,2018,2,2
8209,4,156,142,2018,0,1
8210,4,223,141,2018,0,2
8211,4,144,158,2018,0,4
8212,4,143,153,2018,0,0
8213,4,137,140,2018,2,0
8214,4,147,151,2018,1,3
8215,4,138,150,2018,3,2
8216,4,159,139,2018,0,0
8217,4,148,154,2018,5,1
8218,4,152,146,2018,1,1
8219,4,146,156,2018,0,0
8220,4,141,144,2018,1,1
8221,4,142,223,2018,1,1
8222,4,151,138,2018,2,1
8223,4,140,147,2018,3,1
8224,4,153,137,2018,2,1
8225,4,158,143,2018,0,1
8226,4,154,152,2018,4,1
8227,4,139,148,2018,2,4
8228,4,150,159,2018,2,1
8229,4,223,156,2018,1,4
8230,4,144,142,2018,0,1
8231,4,143,141,2018,0,2
8232,4,137,158,2018,0,3
8233,4,147,153,2018,2,0
8234,4,138,140,2018,1,0
8235,4,159,151,2018,0,3
8236,4,148,150,2018,2,2
8237,4,152,139,2018,1,1
8238,4,154,146,2018,1,0
8239,4,223,146,2018,0,1
8240,4,156,144,2018,1,0
8241,4,142,143,2018,0,1
8242,4,141,137,2018,4,1
8243,4,158,147,2018,3,1
8244,4,153,138,2018,2,2
8245,4,140,159,2018,3,2
8246,4,151,148,2018,5,4
8247,4,150,152,2018,6,0
8248,4,139,154,2018,2,4
8249,4,144,223,2018,1,2
8250,4,143,156,2018,2,2
8251,4,137,142,2018,0,1
8252,4,147,141,2018,0,1
8253,4,138,158,2018,1,0
8254,4,159,153,2018,3,2
8255,4,146,139,2018,2,1
8256,4,154,150,2018,2,2
8257,4,152,151,2018,4,2
8258,4,148,140,2018,1,0
8259,3,117,119,2017,3,1
8260,3,120,123,2017,1,0
8261,3,122,133,2017,2,0
8262,3,118,121,2017,1,0
8263,3,125,128,2017,0,1
8264,3,131,129,2017,0,3
8265,3,124,136,2017,2,0
8266,3,135,132,2017,0,0
8267,3,130,134,2017,1,0
8268,3,134,118,2017,1,3
8269,3,123,117,2017,0,2
8270,3,132,131,2017,0,1
8271,3,119,120,2017,2,2
8272,3,121,130,2017,2,2
8273,3,133,125,2017,1,0
8274,3,129,122,2017,2,0
8275,3,136,135,2017,4,1
8276,3,128,124,2017,1,0
8277,3,118,136,2017,0,2
8278,3,125,119,2017,3,1
8279,3,131,128,2017,1,1
8280,3,135,129,2017,0,0
8281,3,130,132,2017,0,1
8282,3,121,134,2017,3,0
8283,3,120,117,2017,2,0
8284,3,122,123,2017,1,1
8285,3,124,133,2017,3,1
8286,3,128,118,2017,2,0
8287,3,123,124,2017,1,2
8288,3,132,121,2017,1,2
8289,3,117,125,2017,4,0
8290,3,133,131,2017,1,0
8291,3,136,130,2017,2,2
8292,3,120,122,2017,1,1
8293,3,119,135,2017,4,0
8294,3,129,134,2017,5,0
8295,3,130,133,2017,2,0
8296,3,124,117,2017,0,3
8297,3,121,136,2017,1,0
8298,3,131,123,2017,1,1
8299,3,134,132,2017,0,1
8300,3,122,119,2017,2,1
8301,3,135,128,2017,1,1
8302,3,118,129,2017,0,3
8303,3,125,120,2017,2,3
8304,3,117,131,2017,2,2
8305,3,133,121,2017,0,0
8306,3,125,122,2017,1,0
8307,3,123,135,2017,0,0
8308,3,136,132,2017,2,1
8309,3,120,124,2017,2,0
8310,3,129,130,2017,6,1
8311,3,128,134,2017,0,0
8312,3,119,118,2017,3,0
8313,3,134,136,2017,1,2
8314,3,124,119,2017,1,1
8315,3,130,128,2017,2,1
8316,3,135,120,2017,3,2
8317,3,122,117,2017,2,2
8318,3,131,125,2017,1,1
8319,3,118,123,2017,0,0
8320,3,132,133,2017,2,1
8321,3,121,129,2017,1,2
8322,3,117,135,2017,5,0
8323,3,129,136,2017,2,3
8324,3,120,121,2017,2,2
8325,3,122,124,2017,0,2
8326,3,123,130,2017,0,2
8327,3,119,131,2017,2,2
8328,3,125,118,2017,3,2
8329,3,128,132,2017,1,2
8330,3,133,134,2017,2,1
8331,3,136,133,2017,1,0
8332,3,134,123,2017,0,0
8333,3,135,122,2017,1,1
8334,3,130,119,2017,1,5
8335,3,124,125,2017,2,0
8336,3,132,129,2017,2,2
8337,3,121,128,2017,1,2
8338,3,118,117,2017,0,1
8339,3,131,120,2017,1,1
8340,3,117,136,2017,2,0
8341,3,120,130,2017,1,3
8342,3,122,118,2017,2,1
8343,3,123,121,2017,0,3
8344,3,124,131,2017,1,1
8345,3,119,134,2017,2,1
8346,3,125,132,2017,1,1
8347,3,128,129,2017,4,2
8348,3,133,135,2017,3,0
8349,3,136,128,2017,2,1
8350,3,134,120,2017,0,3
8351,3,135,124,2017,0,1
8352,3,130,125,2017,1,1
8353,3,132,123,2017,2,1
8354,3,121,119,2017,1,1
8355,3,118,133,2017,3,1
8356,3,131,122,2017,3,3
8357,3,129,117,2017,1,3
8358,3,117,121,2017,3,0
8359,3,120,132,2017,1,1
8360,3,122,130,2017,2,4
8361,3,123,128,2017,4,0
8362,3,124,118,2017,2,0
8363,3,119,136,2017,2,2
8364,3,125,134,2017,1,0
8365,3,131,135,2017,3,1
8366,3,133,129,2017,2,1
8367,3,129,124,2017,4,4
8368,3,136,123,2017,2,0
8369,3,134,122,2017,0,2
8370,3,135,125,2017,2,1
8371,3,130,117,2017,2,1
8372,3,132,119,2017,0,1
8373,3,121,131,2017,2,1
8374,3,118,120,2017,3,0
8375,3,128,133,2017,1,1
8376,3,117,128,2017,3,1
8377,3,120,136,2017,4,0
8378,3,122,132,2017,1,2
8379,3,135,118,2017,0,0
8380,3,123,133,2017,1,0
8381,3,124,134,2017,2,2
8382,3,119,129,2017,1,1
8383,3,125,121,2017,1,3
8384,3,131,130,2017,3,0
8385,3,129,123,2017,1,2
8386,3,136,125,2017,2,2
8387,3,118,131,2017,0,0
8388,3,128,120,2017,2,0
8389,3,134,135,2017,3,4
8390,3,130,124,2017,1,1
8391,3,132,117,2017,0,1
8392,3,121,122,2017,1,1
8393,3,133,119,2017,0,2
8394,3,117,134,2017,1,0
8395,3,120,133,2017,1,0
8396,3,122,128,2017,3,1
8397,3,135,130,2017,1,0
8398,3,124,121,2017,3,2
8399,3,119,123,2017,1,0
8400,3,118,132,2017,1,2
8401,3,125,129,2017,0,2
8402,3,131,136,2017,1,1
8403,3,129,120,2017,2,1
8404,3,136,122,2017,2,3
8405,3,134,131,2017,1,0
8406,3,121,135,2017,3,3
8407,3,132,124,2017,2,2
8408,3,130,118,2017,3,1
8409,3,123,125,2017,2,2
8410,3,133,117,2017,0,1
8411,3,128,119,2017,4,4
8412,3,129,131,2018,0,0
8413,3,136,124,2018,3,1
8414,3,134,130,2018,2,1
8415,3,123,120,2018,1,1
8416,3,132,135,2018,1,1
8417,3,119,117,2018,1,3
8418,3,121,118,2018,1,0
8419,3,128,125,2018,3,2
8420,3,133,122,2018,1,0
8421,3,117,123,2018,4,2
8422,3,120,119,2018,1,4
8423,3,122,129,2018,1,1
8424,3,135,136,2018,2,1
8425,3,130,121,2018,2,0
8426,3,124,128,2018,1,1
8427,3,118,134,2018,0,2
8428,3,125,133,2018,3,2
8429,3,131,132,2018,1,3
8430,3,129,135,2018,2,2
8431,3,117,120,2018,5,2
8432,3,132,130,2018,2,0
8433,3,123,122,2018,0,0
8434,3,134,121,2018,1,1
8435,3,136,118,2018,1,1
8436,3,133,124,2018,0,2
8437,3,128,131,2018,0,1
8438,3,119,125,2018,2,0
8439,3,122,120,2018,1,1
8440,3,135,119,2018,0,0
8441,3,130,136,2018,0,1
8442,3,124,123,2018,1,2
8443,3,121,132,2018,3,0
8444,3,118,128,2018,1,1
8445,3,125,117,2018,0,2
8446,3,131,133,2018,1,1
8447,3,134,129,2018,2,3
8448,3,119,122,2018,0,2
8449,3,128,135,2018,2,1
8450,3,133,130,2018,1,0
8451,3,117,124,2018,2,1
8452,3,129,118,2018,2,0
8453,3,136,121,2018,2,0
8454,3,120,125,2018,4,2
8455,3,123,131,2018,3,1
8456,3,132,134,2018,4,2
8457,3,134,128,2018,1,1
8458,3,122,125,2018,0,2
8459,3,135,123,2018,1,0
8460,3,130,129,2018,0,1
8461,3,124,120,2018,2,1
8462,3,132,136,2018,2,1
8463,3,121,133,2018,0,1
8464,3,118,119,2018,1,2
8465,3,131,117,2018,1,2
8466,3,117,122,2018,0,0
8467,3,129,121,2018,1,1
8468,3,136,134,2018,1,2
8469,3,120,135,2018,1,1
8470,3,123,118,2018,1,0
8471,3,133,132,2018,1,0
8472,3,128,130,2018,0,1
8473,3,125,131,2018,1,1
8474,3,119,124,2018,0,2
8475,3,136,129,2018,1,1
8476,3,134,133,2018,2,3
8477,3,135,117,2018,0,4
8478,3,130,123,2018,2,2
8479,3,124,122,2018,1,0
8480,3,132,128,2018,1,0
8481,3,121,120,2018,0,2
8482,3,118,125,2018,0,0
8483,3,131,119,2018,1,2
8484,3,117,118,2018,6,0
8485,3,129,132,2018,3,2
8486,3,120,131,2018,3,0
8487,3,125,124,2018,0,1
8488,3,128,121,2018,1,3
8489,3,133,136,2018,0,0
8490,3,122,135,2018,0,0
8491,3,123,134,2018,3,1
8492,3,119,130,2018,2,0
8493,3,129,128,2018,1,0
8494,3,136,117,2018,2,1
8495,3,132,125,2018,3,0
8496,3,130,120,2018,3,3
8497,3,135,133,2018,1,2
8498,3,134,119,2018,2,0
8499,3,131,124,2018,0,1
8500,3,118,122,2018,1,2
8501,3,121,123,2018,1,3
8502,3,117,129,2018,6,0
8503,3,124,135,2018,2,0
8504,3,123,132,2018,2,1
8505,3,122,131,2018,0,0
8506,3,120,134,2018,6,0
8507,3,119,121,2018,0,0
8508,3,125,130,2018,0,0
8509,3,128,136,2018,2,3
8510,3,133,118,2018,1,1
8511,3,129,133,2018,3,0
8512,3,136,119,2018,1,4
8513,3,134,125,2018,1,1
8514,3,135,131,2018,0,2
8515,3,130,122,2018,2,1
8516,3,132,120,2018,1,1
8517,3,121,117,2018,1,4
8518,3,118,124,2018,3,2
8519,3,128,123,2018,2,1
8520,3,117,130,2018,5,1
8521,3,120,118,2018,2,0
8522,3,122,134,2018,2,1
8523,3,123,136,2018,1,1
8524,3,124,129,2018,2,0
8525,3,119,132,2018,4,1
8526,3,125,135,2018,2,0
8527,3,131,121,2018,0,0
8528,3,133,128,2018,1,1
8529,3,129,119,2018,4,0
8530,3,136,120,2018,2,5
8531,3,134,124,2018,2,2
8532,3,130,131,2018,3,0
8533,3,132,122,2018,0,3
8534,3,121,125,2018,2,0
8535,3,118,135,2018,1,0
8536,3,128,117,2018,0,3
8537,3,133,123,2018,2,0
8538,3,117,132,2018,4,1
8539,3,120,128,2018,3,1
8540,3,122,121,2018,2,2
8541,3,135,134,2018,3,2
8542,3,123,129,2018,1,1
8543,3,124,130,2018,1,1
8544,3,119,133,2018,0,1
8545,3,125,136,2018,3,0
8546,3,131,118,2018,1,3
8547,3,121,124,2018,1,2
8548,3,128,122,2018,3,1
8549,3,133,120,2018,2,0
8550,3,129,125,2018,1,2
8551,3,136,131,2018,4,1
8552,3,134,117,2018,1,3
8553,3,123,119,2018,0,0
8554,3,130,135,2018,3,1
8555,3,132,118,2018,3,0
8556,3,117,133,2018,1,4
8557,3,120,129,2018,3,1
8558,3,122,136,2018,2,6
8559,3,135,121,2018,2,0
8560,3,124,132,2018,1,0
8561,3,119,128,2018,3,2
8562,3,118,130,2018,2,1
8563,3,125,123,2018,1,2
8564,3,131,134,2018,4,1
8565,5,171,174,2017,3,2
8566,5,161,224,2017,2,0
8567,5,178,225,2017,4,0
8568,5,180,169,2017,1,3
8569,5,175,170,2017,1,0
8570,5,172,163,2017,1,1
8571,5,166,165,2017,1,0
8572,5,160,168,2017,3,0
8573,5,167,176,2017,2,2
8574,5,164,181,2017,3,0
8575,5,170,172,2017,1,2
8576,5,163,178,2017,1,2
8577,5,168,164,2017,0,1
8578,5,224,167,2017,0,2
8579,5,176,180,2017,2,0
8580,5,165,175,2017,0,1
8581,5,174,166,2017,1,0
8582,5,225,160,2017,3,0
8583,5,181,171,2017,1,4
8584,5,169,161,2017,0,3
8585,5,160,165,2017,0,2
8586,5,178,176,2017,3,3
8587,5,164,167,2017,1,1
8588,5,180,171,2017,0,1
8589,5,166,225,2017,1,1
8590,5,170,169,2017,2,0
8591,5,161,174,2017,6,2
8592,5,163,181,2017,2,2
8593,5,175,224,2017,3,0
8594,5,172,168,2017,0,1
8595,5,224,170,2017,3,0
8596,5,167,160,2017,1,1
8597,5,176,172,2017,2,1
8598,5,165,180,2017,1,0
8599,5,181,166,2017,2,1
8600,5,169,225,2017,2,0
8601,5,168,178,2017,0,0
8602,5,161,175,2017,3,0
8603,5,174,163,2017,3,2
8604,5,171,164,2017,6,1
8605,5,165,181,2017,2,1
8606,5,160,176,2017,0,0
8607,5,178,169,2017,2,1
8608,5,164,163,2017,1,3
8609,5,170,171,2017,4,0
8610,5,175,167,2017,1,1
8611,5,225,224,2017,0,1
8612,5,172,174,2017,0,0
8613,5,166,168,2017,0,1
8614,5,180,161,2017,1,5
8615,5,174,176,2017,0,1
8616,5,163,170,2017,0,1
8617,5,172,166,2017,0,1
8618,5,224,164,2017,0,2
8619,5,167,180,2017,0,1
8620,5,181,175,2017,0,1
8621,5,169,160,2017,1,0
8622,5,171,225,2017,3,0
8623,5,168,165,2017,1,0
8624,5,161,178,2017,2,0
8625,5,176,169,2017,3,1
8626,5,165,224,2017,1,0
8627,5,160,171,2017,0,4
8628,5,164,174,2017,2,0
8629,5,178,181,2017,3,3
8630,5,180,172,2017,0,1
8631,5,166,161,2017,0,0
8632,5,170,167,2017,2,2
8633,5,175,163,2017,2,2
8634,5,225,168,2017,1,2
8635,5,224,160,2017,3,0
8636,5,167,178,2017,3,3
8637,5,181,225,2017,1,1
8638,5,163,165,2017,0,1
8639,5,172,175,2017,2,1
8640,5,169,174,2017,1,1
8641,5,171,166,2017,1,1
8642,5,168,180,2017,1,0
8643,5,170,164,2017,2,4
8644,5,161,176,2017,6,2
8645,5,175,180,2017,3,1
8646,5,225,164,2017,3,3
8647,5,174,224,2017,1,0
8648,5,166,170,2017,2,0
8649,5,178,171,2017,3,2
8650,5,176,168,2017,1,1
8651,5,165,167,2017,0,2
8652,5,181,161,2017,1,2
8653,5,169,163,2017,2,0
8654,5,160,172,2017,2,2
8655,5,224,176,2017,1,0
8656,5,167,174,2017,0,1
8657,5,180,181,2017,1,2
8658,5,171,165,2017,2,0
8659,5,168,169,2017,2,1
8660,5,170,225,2017,1,2
8661,5,163,160,2017,1,0
8662,5,175,166,2017,0,1
8663,5,172,178,2017,0,5
8664,5,164,161,2017,2,2
8665,5,176,171,2017,0,2
8666,5,165,172,2017,1,0
8667,5,181,168,2017,1,0
8668,5,169,224,2017,1,1
8669,5,160,164,2017,0,1
8670,5,178,180,2017,2,0
8671,5,166,163,2017,0,1
8672,5,161,170,2017,3,0
8673,5,225,167,2017,2,2
8674,5,174,175,2017,0,0
8675,5,166,224,2017,1,1
8676,5,168,174,2017,2,1
8677,5,170,181,2017,1,0
8678,5,163,176,2017,1,0
8679,5,172,225,2017,3,0
8680,5,167,161,2017,0,5
8681,5,164,165,2017,5,0
8682,5,171,169,2017,6,0
8683,5,180,160,2017,0,3
8684,5,175,178,2017,0,5
8685,5,224,171,2017,1,1
8686,5,176,164,2017,1,1
8687,5,165,170,2017,1,1
8688,5,181,172,2017,3,1
8689,5,169,167,2017,1,1
8690,5,160,175,2017,3,1
8691,5,174,180,2017,0,0
8692,5,161,168,2017,4,1
8693,5,178,166,2017,0,0
8694,5,225,163,2017,2,1
8695,5,166,160,2017,3,0
8696,5,170,178,2017,0,5
8697,5,163,168,2017,2,1
8698,5,175,225,2017,2,2
8699,5,172,167,2017,3,0
8700,5,165,176,2017,1,0
8701,5,181,174,2017,3,1
8702,5,164,169,2017,1,0
8703,5,180,224,2017,0,2
8704,5,171,161,2017,1,2
8705,5,224,181,2017,2,1
8706,5,167,163,2017,1,2
8707,5,176,175,2017,3,0
8708,5,169,166,2017,0,0
8709,5,178,160,2017,1,2
8710,5,180,164,2017,0,3
8711,5,168,171,2017,1,0
8712,5,161,172,2017,2,0
8713,5,225,165,2017,0,0
8714,5,174,170,2017,1,2
8715,5,175,168,2017,1,1
8716,5,225,161,2017,2,1
8717,5,172,169,2017,0,1
8718,5,166,164,2017,1,1
8719,5,170,180,2017,3,1
8720,5,163,224,2017,2,0
8721,5,165,178,2017,1,2
8722,5,181,176,2017,3,2
8723,5,171,167,2017,1,0
8724,5,160,174,2017,1,0
8725,5,224,178,2017,1,2
8726,5,167,166,2017,1,1
8727,5,176,225,2017,0,3
8728,5,169,181,2017,4,0
8729,5,164,175,2017,3,0
8730,5,180,163,2017,1,1
8731,5,171,172,2017,3,2
8732,5,168,170,2017,1,2
8733,5,161,160,2017,3,1
8734,5,174,165,2017,2,0
8735,5,165,169,2017,0,0
8736,5,181,160,2017,3,0
8737,5,178,164,2017,2,0
8738,5,166,180,2017,1,3
8739,5,168,167,2017,1,0
8740,5,170,176,2017,1,0
8741,5,163,161,2017,1,4
8742,5,175,171,2017,0,4
8743,5,225,174,2017,2,1
8744,5,172,224,2017,1,0
8745,5,224,168,2017,0,1
8746,5,174,178,2017,1,2
8747,5,161,165,2017,3,1
8748,5,167,181,2017,2,1
8749,5,176,166,2017,0,2
8750,5,169,175,2017,2,1
8751,5,160,170,2017,1,1
8752,5,164,172,2017,3,1
8753,5,180,225,2017,3,0
8754,5,171,163,2017,2,1
8755,5,165,160,2018,0,1
8756,5,181,180,2018,1,1
8757,5,178,167,2018,1,1
8758,5,166,171,2018,0,0
8759,5,168,161,2018,0,1
8760,5,170,224,2018,1,0
8761,5,163,164,2018,0,3
8762,5,175,174,2018,2,0
8763,5,225,169,2018,0,2
8764,5,172,176,2018,0,1
8765,5,224,166,2018,1,1
8766,5,167,172,2018,3,1
8767,5,176,165,2018,0,2
8768,5,169,178,2018,0,2
8769,5,160,163,2018,1,2
8770,5,164,225,2018,2,0
8771,5,180,175,2018,3,0
8772,5,171,170,2018,2,2
8773,5,161,181,2018,8,0
8774,5,174,168,2018,1,1
8775,5,224,169,2018,3,1
8776,5,165,164,2018,0,2
8777,5,178,161,2018,2,1
8778,5,171,180,2018,3,1
8779,5,166,174,2018,2,1
8780,5,168,176,2018,0,1
8781,5,170,175,2018,1,0
8782,5,163,167,2018,1,0
8783,5,225,181,2018,3,2
8784,5,172,160,2018,1,0
8785,5,167,224,2018,1,0
8786,5,176,178,2018,3,1
8787,5,181,163,2018,2,1
8788,5,169,168,2018,0,3
8789,5,180,170,2018,2,1
8790,5,161,166,2018,4,0
8791,5,175,165,2018,2,1
8792,5,174,172,2018,1,0
8793,5,160,225,2018,2,1
8794,5,164,171,2018,2,2
8795,5,224,175,2018,0,2
8796,5,165,168,2018,3,2
8797,5,160,161,2018,0,3
8798,5,164,180,2018,6,3
8799,5,166,167,2018,2,1
8800,5,170,174,2018,0,1
8801,5,163,169,2018,0,1
8802,5,225,176,2018,0,2
8803,5,172,181,2018,0,0
8804,5,171,178,2018,3,2
8805,5,174,161,2018,0,1
8806,5,175,164,2018,2,2
8807,5,225,172,2018,2,1
8808,5,169,165,2018,0,0
8809,5,178,163,2018,0,2
8810,5,180,166,2018,0,1
8811,5,168,160,2018,2,2
8812,5,167,171,2018,0,4
8813,5,176,224,2018,3,2
8814,5,181,170,2018,3,2
8815,5,172,180,2018,1,0
8816,5,224,174,2018,0,0
8817,5,164,176,2018,1,0
8818,5,160,178,2018,2,2
8819,5,165,163,2018,2,2
8820,5,167,175,2018,0,1
8821,5,161,225,2018,5,2
8822,5,170,168,2018,1,1
8823,5,166,169,2018,1,1
8824,5,171,181,2018,4,0
8825,5,163,172,2018,2,0
8826,5,225,166,2018,0,0
8827,5,174,171,2018,3,3
8828,5,161,164,2018,3,0
8829,5,168,224,2018,0,1
8830,5,178,175,2018,1,1
8831,5,160,167,2018,1,2
8832,5,176,170,2018,0,0
8833,5,169,180,2018,2,2
8834,5,181,165,2018,2,0
8835,5,172,161,2018,0,2
8836,5,224,163,2018,0,2
8837,5,167,169,2018,3,0
8838,5,165,225,2018,2,0
8839,5,164,168,2018,1,1
8840,5,180,174,2018,1,1
8841,5,171,176,2018,2,1
8842,5,166,178,2018,1,1
8843,5,170,160,2018,2,1
8844,5,175,181,2018,2,2
8845,5,176,167,2018,0,0
8846,5,181,224,2018,1,1
8847,5,169,170,2018,2,5
8848,5,160,166,2018,1,1
8849,5,178,165,2018,1,0
8850,5,168,172,2018,1,0
8851,5,161,180,2018,5,0
8852,5,163,175,2018,1,1
8853,5,225,171,2018,1,3
8854,5,174,164,2018,1,2
8855,5,224,172,2018,1,1
8856,5,180,168,2018,1,1
8857,5,164,178,2018,2,3
8858,5,176,163,2018,0,2
8859,5,167,165,2018,3,0
8860,5,171,160,2018,2,1
8861,5,166,181,2018,2,2
8862,5,170,161,2018,1,2
8863,5,175,169,2018,2,0
8864,5,174,225,2018,2,2
8865,5,165,166,2018,1,3
8866,5,181,164,2018,1,3
8867,5,169,176,2018,2,1
8868,5,160,224,2018,0,1
8869,5,178,174,2018,2,0
8870,5,168,175,2018,0,3
8871,5,161,167,2018,2,1
8872,5,163,171,2018,1,1
8873,5,225,180,2018,2,2
8874,5,172,170,2018,0,2
8875,5,224,165,2018,3,0
8876,5,176,160,2018,2,1
8877,5,169,172,2018,4,0
8878,5,164,166,2018,0,0
8879,5,180,178,2018,0,5
8880,5,171,168,2018,2,1
8881,5,170,163,2018,1,1
8882,5,175,161,2018,1,1
8883,5,167,225,2018,1,1
8884,5,174,181,2018,0,1
8885,5,167,170,2018,1,1
8886,5,165,174,2018,0,0
8887,5,172,164,2018,2,3
8888,5,160,169,2018,2,2
8889,5,178,224,2018,3,0
8890,5,166,176,2018,1,3
8891,5,168,181,2018,1,1
8892,5,225,175,2018,0,1
8893,5,163,180,2018,1,2
8894,5,161,171,2018,7,1
8895,5,170,166,2018,1,0
8896,5,175,172,2018,2,1
8897,5,174,167,2018,2,0
8898,5,168,163,2018,1,1
8899,5,180,165,2018,1,1
8900,5,164,160,2018,5,1
8901,5,169,171,2018,3,1
8902,5,181,178,2018,2,5
8903,5,176,161,2018,0,1
8904,5,224,225,2018,3,1
8905,5,172,165,2018,3,1
8906,5,167,164,2018,1,1
8907,5,176,181,2018,3,1
8908,5,160,180,2018,3,1
8909,5,178,168,2018,2,0
8910,5,171,224,2018,0,0
8911,5,166,175,2018,0,1
8912,5,161,169,2018,2,2
8913,5,163,174,2018,2,1
8914,5,225,170,2018,1,1
8915,5,224,161,2018,2,2
8916,5,165,171,2018,1,2
8917,5,181,169,2018,3,1
8918,5,178,172,2018,3,0
8919,5,164,170,2018,2,1
8920,5,180,167,2018,1,2
8921,5,168,166,2018,0,2
8922,5,163,225,2018,2,1
8923,5,175,176,2018,1,3
8924,5,174,160,2018,2,3
8925,5,224,180,2018,2,0
8926,5,167,168,2018,0,2
8927,5,176,174,2018,4,2
8928,5,169,164,2018,3,3
8929,5,160,181,2018,2,1
8930,5,225,178,2018,3,2
8931,5,161,163,2018,0,2
8932,5,170,165,2018,4,1
8933,5,171,175,2018,1,0
8934,5,166,172,2018,1,1
8935,5,164,224,2018,2,1
8936,5,178,170,2018,3,2
8937,5,181,167,2018,2,1
8938,5,165,161,2018,0,0
8939,5,172,171,2018,0,3
8940,5,174,169,2018,2,1
8941,5,175,160,2018,5,0
8942,5,163,166,2018,1,1
8943,5,168,225,2018,1,0
8944,5,180,176,2018,0,4
9197,1,89,75,2018,2,1
9198,1,86,82,2018,1,2
9199,1,90,220,2018,2,0
9200,1,219,80,2018,0,3
9201,1,228,78,2018,0,2
9202,1,73,227,2018,2,0
9203,1,229,72,2018,2,2
9204,1,74,92,2018,0,0
9205,1,87,81,2018,4,0
9206,1,83,88,2018,0,2
9207,1,227,86,2018,0,0
9208,1,81,73,2018,1,2
9209,1,82,228,2018,3,1
9210,1,75,229,2018,2,0
9211,1,72,74,2018,2,1
9212,1,80,83,2018,3,2
9213,1,88,219,2018,6,1
9214,1,92,90,2018,1,3
9215,1,220,89,2018,3,2
9216,1,78,87,2018,0,2
9217,1,229,88,2018,1,1
