gameid,leagueid,hometeamid,awayteamid,year,homegoals,awaygoals
3391,1,80,84,2017,3,1
3392,1,78,93,2017,1,0
3393,1,72,77,2017,2,0
3394,1,91,92,2017,1,1
3395,1,76,73,2017,2,1
3396,1,90,81,2017,1,1
3397,1,82,85,2017,4,0
3398,1,88,89,2017,0,0
3399,1,75,87,2017,3,1
3400,1,75,91,2017,3,1
3401,1,87,83,2017,3,1
3402,1,89,73,2017,1,1
3403,1,85,93,2017,2,0
3404,1,77,88,2017,0,2
3405,1,84,92,2017,3,2
3406,1,82,72,2017,3,2
3407,1,90,74,2017,3,4
3408,1,76,78,2017,0,2
3409,1,81,80,2017,1,2
3410,1,83,75,2017,1,0
3411,1,73,81,2017,3,2
3412,1,74,89,2017,0,0
3413,1,93,77,2017,1,0
3414,1,80,90,2017,4,3
3415,1,78,82,2017,0,1
3416,1,72,76,2017,3,0
3417,1,91,84,2017,2,1
3418,1,88,85,2017,0,0
3419,1,87,92,2017,2,1
3420,1,76,83,2017,3,1
3421,1,81,75,2017,2,3
3422,1,82,74,2017,2,1
3423,1,77,92,2017,0,0
3424,1,85,80,2017,1,2
3425,1,93,89,2017,1,3
3426,1,88,87,2017,1,1
3427,1,72,91,2017,4,0
3428,1,78,90,2017,1,0
3429,1,73,84,2017,2,0
3430,1,83,88,2017,2,2
3431,1,92,82,2017,0,2
3432,1,80,78,2017,1,2
3433,1,91,81,2017,2,1
3434,1,75,85,2017,2,0
3435,1,87,72,2017,3,1
3436,1,89,76,2017,0,0
3437,1,74,73,2017,0,0
3438,1,84,93,2017,0,0
3439,1,90,77,2017,1,0
3440,1,83,81,2017,3,0
3441,1,92,85,2017,1,0
3442,1,91,93,2017,4,2
3443,1,90,76,2017,2,0
3444,1,84,82,2017,1,3
3445,1,75,77,2017,2,0
3446,1,89,72,2017,1,1
3447,1,74,78,2017,3,1
3448,1,80,88,2017,2,1
3449,1,87,73,2017,2,2
3450,1,73,80,2017,1,3
3451,1,85,87,2017,1,2
3452,1,77,89,2017,0,3
3453,1,82,90,2017,4,0
3454,1,76,74,2017,0,1
3455,1,81,84,2017,1,0
3456,1,93,92,2017,0,0
3457,1,88,91,2017,3,1
3458,1,72,75,2017,4,2
3459,1,78,83,2017,3,0
3460,1,89,80,2017,2,0
3461,1,93,83,2017,1,2
3462,1,74,88,2017,0,3
3463,1,85,91,2017,3,1
3464,1,77,81,2017,2,2
3465,1,82,73,2017,4,0
3466,1,90,84,2017,1,0
3467,1,72,92,2017,3,1
3468,1,78,75,2017,2,2
3469,1,76,87,2017,0,1
3470,1,83,77,2017,2,0
3471,1,73,93,2017,4,0
3472,1,92,89,2017,0,2
3473,1,80,74,2017,4,2
3474,1,91,90,2017,2,0
3475,1,75,82,2017,1,6
3476,1,87,78,2017,1,2
3477,1,88,76,2017,3,1
3478,1,84,85,2017,2,0
3479,1,81,72,2017,0,0
3480,1,78,92,2017,0,2
3481,1,72,80,2017,0,3
3482,1,89,84,2017,1,1
3483,1,93,88,2017,2,2
3484,1,74,91,2017,0,0
3485,1,85,81,2017,0,0
3486,1,77,73,2017,0,1
3487,1,82,83,2017,2,0
3488,1,90,87,2017,0,1
3489,1,76,75,2017,0,1
3490,1,83,89,2017,2,0
3491,1,73,85,2017,2,2
3492,1,92,76,2017,2,2
3493,1,80,93,2017,3,0
3494,1,91,77,2017,0,2
3495,1,75,90,2017,3,0
3496,1,87,74,2017,0,0
3497,1,88,78,2017,5,0
3498,1,84,72,2017,1,0
3499,1,81,82,2017,1,0
3500,1,73,92,2017,2,1
3501,1,78,91,2017,4,0
3502,1,72,90,2017,1,0
3503,1,88,75,2017,2,1
3504,1,93,74,2017,1,2
3505,1,85,83,2017,1,4
3506,1,77,84,2017,0,2
3507,1,82,89,2017,2,1
3508,1,76,80,2017,0,1
3509,1,81,87,2017,0,4
3510,1,83,72,2017,3,1
3511,1,92,81,2017,1,2
3512,1,80,77,2017,5,1
3513,1,91,82,2017,1,7
3514,1,75,73,2017,1,1
3515,1,87,93,2017,3,0
3516,1,89,78,2017,2,0
3517,1,74,85,2017,0,1
3518,1,84,76,2017,2,1
3519,1,90,88,2017,0,5
3520,2,108,100,2017,1,0
3521,2,105,102,2017,2,1
3522,2,99,106,2017,1,2
3523,2,114,110,2017,1,2
3524,2,104,113,2017,0,0
3525,2,96,115,2017,1,0
3526,2,101,95,2017,0,1
3527,2,109,107,2017,1,4
3528,2,111,116,2017,1,0
3529,2,98,97,2017,3,0
3530,2,115,97,2017,0,1
3531,2,106,109,2017,3,1
3532,2,116,101,2017,4,1
3533,2,102,108,2017,0,0
3534,2,104,100,2017,4,1
3535,2,105,114,2017,3,1
3536,2,99,95,2017,0,1
3537,2,96,107,2017,2,1
3538,2,110,98,2017,2,1
3539,2,113,111,2017,2,2
3540,2,109,110,2017,0,3
3541,2,111,105,2017,1,2
3542,2,98,96,2017,2,0
3543,2,100,106,2017,0,1
3544,2,101,115,2017,2,2
3545,2,114,104,2017,1,3
3546,2,97,113,2017,2,0
3547,2,108,99,2017,1,0
3548,2,107,102,2017,1,0
3549,2,95,116,2017,1,0
3550,2,96,109,2017,0,1
3551,2,106,114,2017,3,0
3552,2,113,107,2017,1,1
3553,2,116,97,2017,1,1
3554,2,102,95,2017,3,2
3555,2,115,108,2017,4,1
3556,2,110,101,2017,3,3
3557,2,104,98,2017,0,2
3558,2,99,111,2017,2,1
3559,2,105,100,2017,1,1
3560,2,97,105,2017,1,7
3561,2,111,102,2017,0,1
3562,2,101,104,2017,0,1
3563,2,108,113,2017,1,1
3564,2,109,99,2017,0,0
3565,2,107,116,2017,2,0
3566,2,114,96,2017,2,6
3567,2,100,115,2017,1,0
3568,2,98,106,2017,1,0
3569,2,95,110,2017,4,0
3570,2,115,98,2017,0,2
3571,2,97,111,2017,0,1
3572,2,105,101,2017,2,0
3573,2,110,99,2017,3,0
3574,2,115,95,2017,0,2
3575,2,113,114,2017,5,3
3576,2,104,109,2017,1,3
3577,2,106,108,2017,2,0
3578,2,100,107,2017,1,3
3579,2,102,97,2017,3,1
3580,2,116,98,2017,0,2
3581,2,96,111,2017,1,1
3582,2,98,100,2017,4,1
3583,2,107,115,2017,1,0
3584,2,108,96,2017,1,2
3585,2,97,106,2017,0,1
3586,2,114,101,2017,5,0
3587,2,102,116,2017,1,1
3588,2,99,104,2017,1,2
3589,2,109,105,2017,1,3
3590,2,95,113,2017,4,1
3591,2,111,110,2017,2,1
3592,2,105,107,2017,0,2
3593,2,101,97,2017,1,1
3594,2,115,116,2017,1,2
3595,2,98,108,2017,2,0
3596,2,104,111,2017,0,1
3597,2,109,114,2017,2,0
3598,2,106,95,2017,1,3
3599,2,100,102,2017,1,1
3600,2,110,113,2017,2,2
3601,2,96,99,2017,1,0
3602,2,111,109,2017,3,1
3603,2,107,110,2017,0,0
3604,2,108,101,2017,0,2
3605,2,116,106,2017,1,5
3606,2,99,98,2017,1,1
3607,2,97,96,2017,0,2
3608,2,95,105,2017,1,2
3609,2,113,100,2017,3,1
3610,2,102,114,2017,3,1
3611,2,115,104,2017,0,0
3612,2,106,107,2017,7,1
3613,2,104,97,2017,0,1
3614,2,110,116,2017,1,0
3615,2,105,115,2017,3,0
3616,2,109,108,2017,4,0
3617,2,98,111,2017,2,1
3618,2,100,95,2017,0,3
3619,2,101,102,2017,0,1
3620,2,96,113,2017,3,1
3621,2,114,99,2017,1,3
3622,2,97,109,2017,4,1
3623,2,115,110,2017,0,1
3624,2,111,101,2017,1,0
3625,2,113,106,2017,2,2
3626,2,102,98,2017,0,1
3627,2,116,96,2017,0,0
3628,2,108,105,2017,2,3
3629,2,99,100,2017,4,1
3630,2,107,114,2017,3,0
3631,2,95,104,2017,3,1
3632,2,101,107,2017,0,5
3633,2,110,97,2017,1,0
3634,2,100,116,2017,1,3
3635,2,109,115,2017,1,2
3636,2,95,108,2017,2,0
3637,2,105,98,2017,1,1
3638,2,104,96,2017,1,2
3639,2,114,111,2017,1,1
3640,2,106,102,2017,1,2
3641,2,113,99,2017,2,2
3642,2,98,109,2017,2,0
3643,2,102,110,2017,2,2
3644,2,99,101,2017,3,0
3645,2,115,106,2017,2,1
3646,2,96,105,2017,0,3
3647,2,111,100,2017,4,0
3648,2,108,114,2017,1,1
3649,2,97,95,2017,0,3
3650,2,107,104,2017,1,1
3651,2,116,113,2017,2,3
3652,2,95,107,2017,1,1
3653,2,100,97,2017,0,0
3654,2,116,109,2017,4,0
3655,2,113,115,2017,1,1
3656,2,110,108,2017,1,2
3657,2,114,98,2017,0,2
3658,2,101,96,2017,2,2
3659,2,106,111,2017,2,2
3660,2,104,102,2017,2,1
3661,2,105,99,2017,3,0
3662,2,107,97,2017,3,2
3663,2,99,116,2017,2,1
3664,2,102,115,2017,1,2
3665,2,111,108,2017,1,2
3666,2,98,101,2017,4,0
3667,2,110,106,2017,5,4
3668,2,104,105,2017,2,2
3669,2,96,100,2017,6,2
3670,2,114,95,2017,1,4
3671,2,109,113,2017,1,3
3672,2,101,109,2017,1,2
3673,2,100,110,2017,2,0
3674,2,107,98,2017,2,2
3675,2,95,96,2017,1,3
3676,2,115,111,2017,1,1
3677,2,106,105,2017,0,1
3678,2,116,114,2017,1,0
3679,2,113,102,2017,1,1
3680,2,108,104,2017,1,3
3681,2,97,99,2017,4,0
3682,2,99,107,2017,1,1
3683,2,108,97,2017,3,1
3684,2,105,116,2017,3,1
3685,2,114,115,2017,0,1
3686,2,104,110,2017,2,2
3687,2,101,106,2017,1,0
3688,2,109,100,2017,1,1
3689,2,111,95,2017,1,4
3690,2,96,102,2017,7,3
3691,2,98,113,2017,1,1
3692,2,102,109,2017,1,1
3693,2,116,108,2017,3,2
3694,2,100,101,2017,1,0
3695,2,95,98,2017,3,1
3696,2,110,96,2017,3,2
3697,2,107,111,2017,1,1
3698,2,113,105,2017,0,5
3699,2,97,114,2017,3,1
3700,2,106,104,2017,1,2
3701,2,115,99,2017,1,0
3702,2,108,107,2017,0,1
3703,2,111,97,2017,3,0
3704,2,104,116,2017,6,2
3705,2,98,115,2017,3,0
3706,2,105,110,2017,4,1
3707,2,96,106,2017,1,3
3708,2,114,100,2017,2,0
3709,2,109,95,2017,3,5
3710,2,99,102,2017,1,1
3711,2,101,113,2017,2,1
3712,2,107,109,2017,1,0
3713,2,100,108,2017,2,1
3714,2,95,101,2017,3,2
3715,2,97,98,2017,1,2
3716,2,115,96,2017,3,1
3717,2,116,111,2017,2,1
3718,2,102,105,2017,2,4
3719,2,110,114,2017,2,2
3720,2,113,104,2017,5,3
3721,2,106,99,2017,5,2
3722,3,135,117,2017,1,2
3723,3,124,126,2017,1,0
3724,3,131,118,2017,1,0
3725,3,121,120,2017,0,2
3726,3,123,129,2017,1,2
3727,3,127,130,2017,0,0
3728,3,136,132,2017,3,0
3729,3,119,122,2017,3,1
3730,3,125,134,2017,0,0
3731,3,124,132,2017,0,1
3732,3,136,120,2017,2,1
3733,3,131,121,2017,1,2
3734,3,126,118,2017,3,1
3735,3,123,117,2017,1,2
3736,3,127,134,2017,1,6
3737,3,119,130,2017,2,3
3738,3,135,122,2017,2,1
3739,3,125,129,2017,1,1
3740,3,118,119,2017,1,0
3741,3,134,131,2017,1,0
3742,3,120,125,2017,4,0
3743,3,117,124,2017,1,1
3744,3,130,135,2017,3,0
3745,3,122,126,2017,1,0
3746,3,129,136,2017,1,0
3747,3,121,123,2017,3,2
3748,3,132,127,2017,2,0
3749,3,125,121,2017,2,0
3750,3,119,132,2017,3,0
3751,3,127,129,2017,2,1
3752,3,136,118,2017,0,3
3753,3,126,117,2017,0,2
3754,3,123,130,2017,0,1
3755,3,124,122,2017,2,0
3756,3,131,120,2017,2,1
3757,3,135,134,2017,2,1
3758,3,121,119,2017,1,3
3759,3,132,126,2017,0,2
3760,3,120,127,2017,2,0
3761,3,125,123,2017,0,2
3762,3,122,117,2017,1,1
3763,3,129,131,2017,3,0
3764,3,118,135,2017,2,2
3765,3,130,136,2017,1,2
3766,3,134,124,2017,1,1
3767,3,131,123,2017,1,2
3768,3,127,121,2017,1,2
3769,3,136,134,2017,3,1
3770,3,135,129,2017,0,3
3771,3,119,125,2017,0,2
3772,3,117,118,2017,8,0
3773,3,122,132,2017,2,0
3774,3,126,130,2017,0,2
3775,3,124,120,2017,1,1
3776,3,121,136,2017,2,2
3777,3,125,131,2017,1,1
3778,3,134,117,2017,0,3
3779,3,123,127,2017,2,0
3780,3,120,126,2017,5,2
3781,3,129,119,2017,6,2
3782,3,130,124,2017,4,2
3783,3,132,135,2017,1,2
3784,3,118,122,2017,1,0
3785,3,119,123,2017,1,1
3786,3,117,132,2017,3,0
3787,3,127,125,2017,2,1
3788,3,135,120,2017,1,1
3789,3,136,131,2017,0,1
3790,3,122,129,2017,2,1
3791,3,126,134,2017,2,2
3792,3,124,121,2017,3,0
3793,3,118,130,2017,2,1
3794,3,129,126,2017,1,0
3795,3,131,127,2017,1,0
3796,3,134,122,2017,4,2
3797,3,121,135,2017,1,1
3798,3,123,136,2017,3,0
3799,3,120,119,2017,1,0
3800,3,132,118,2017,0,0
3801,3,125,124,2017,0,1
3802,3,130,117,2017,0,1
3803,3,122,120,2017,1,3
3804,3,118,134,2017,2,1
3805,3,117,121,2017,6,0
3806,3,124,129,2017,1,1
3807,3,135,123,2017,2,5
3808,3,136,127,2017,4,0
3809,3,132,130,2017,0,0
3810,3,126,125,2017,2,1
3811,3,119,131,2017,3,3
3812,3,129,118,2017,3,0
3813,3,134,132,2017,1,0
3814,3,123,124,2017,3,0
3815,3,120,117,2017,1,0
3816,3,127,119,2017,0,2
3817,3,121,126,2017,2,3
3818,3,125,136,2017,2,3
3819,3,131,135,2017,0,1
3820,3,130,122,2017,1,0
3821,3,132,123,2017,2,2
3822,3,135,125,2017,1,0
3823,3,136,119,2017,1,0
3824,3,124,131,2017,4,1
3825,3,134,130,2017,2,3
3826,3,118,120,2017,2,1
3827,3,117,129,2017,4,1
3828,3,122,121,2017,2,0
3829,3,126,127,2017,3,2
3830,3,129,132,2017,3,1
3831,3,119,117,2017,0,0
3832,3,123,118,2017,2,1
3833,3,127,124,2017,2,1
3834,3,121,134,2017,2,1
3835,3,125,122,2017,1,0
3836,3,131,126,2017,3,0
3837,3,136,135,2017,4,0
3838,3,120,130,2017,5,3
3839,3,117,125,2017,2,2
3840,3,130,129,2017,2,3
3841,3,118,127,2017,1,2
3842,3,134,120,2017,1,1
3843,3,122,131,2017,1,0
3844,3,124,136,2017,1,1
3845,3,132,121,2017,3,1
3846,3,126,123,2017,2,4
3847,3,135,119,2017,2,1
3848,3,129,134,2017,0,0
3849,3,127,135,2017,3,0
3850,3,123,122,2017,2,0
3851,3,136,126,2017,0,0
3852,3,120,132,2017,1,0
3853,3,121,118,2017,4,0
3854,3,131,117,2017,0,6
3855,3,125,130,2017,1,2
3856,3,119,124,2017,1,4
3857,3,132,131,2017,0,2
3858,3,135,124,2017,2,0
3859,3,117,127,2017,1,0
3860,3,129,120,2017,2,1
3861,3,130,121,2017,1,1
3862,3,122,136,2017,1,4
3863,3,134,123,2017,4,3
3864,3,118,125,2017,0,0
3865,3,126,119,2017,1,1
3866,3,119,134,2017,2,2
3867,3,124,118,2017,1,1
3868,3,125,132,2017,4,2
3869,3,131,130,2017,1,1
3870,3,121,129,2017,1,1
3871,3,123,120,2017,3,5
3872,3,127,122,2017,0,2
3873,3,135,126,2017,1,1
3874,3,136,117,2017,4,5
3875,3,129,123,2017,4,3
3876,3,130,127,2017,2,2
3877,3,122,119,2017,2,6
3878,3,134,125,2017,2,0
3879,3,118,131,2017,2,1
3880,3,126,124,2017,1,1
3881,3,120,121,2017,0,0
3882,3,132,136,2017,2,2
3883,3,117,135,2017,4,1
3884,4,141,139,2017,1,1
3885,4,150,155,2017,5,0
3886,4,156,143,2017,0,2
3887,4,144,149,2017,1,0
3888,4,140,138,2017,0,4
3889,4,147,158,2017,0,0
3890,4,153,159,2017,2,0
3891,4,152,137,2017,3,1
3892,4,154,148,2017,1,1
3893,4,157,146,2017,3,3
3894,4,159,147,2017,0,0
3895,4,148,144,2017,5,0
3896,4,143,153,2017,1,0
3897,4,139,154,2017,0,0
3898,4,146,141,2017,2,1
3899,4,152,158,2017,1,0
3900,4,149,156,2017,2,3
3901,4,155,157,2017,1,1
3902,4,138,150,2017,2,1
3903,4,137,140,2017,0,2
3904,4,144,139,2017,1,1
3905,4,141,155,2017,3,1
3906,4,150,137,2017,2,1
3907,4,158,159,2017,2,2
3908,4,154,146,2017,0,2
3909,4,157,138,2017,3,4
3910,4,147,143,2017,2,2
3911,4,153,149,2017,0,0
3912,4,156,148,2017,0,4
3913,4,140,152,2017,1,0
3914,4,157,137,2017,1,1
3915,4,154,155,2017,2,0
3916,4,158,143,2017,0,0
3917,4,156,139,2017,3,1
3918,4,159,152,2017,0,2
3919,4,153,148,2017,1,1
3920,4,141,138,2017,3,1
3921,4,147,149,2017,2,1
3922,4,150,140,2017,3,0
3923,4,144,146,2017,3,1
3924,4,152,150,2017,1,4
3925,4,149,158,2017,2,4
3926,4,148,147,2017,3,0
3927,4,139,153,2017,1,1
3928,4,146,156,2017,0,4
3929,4,155,144,2017,1,0
3930,4,138,154,2017,0,0
3931,4,137,141,2017,0,1
3932,4,140,157,2017,3,2
3933,4,143,159,2017,2,0
3934,4,157,150,2017,1,3
3935,4,159,149,2017,0,2
3936,4,158,148,2017,0,6
3937,4,147,139,2017,2,1
3938,4,153,146,2017,0,0
3939,4,156,155,2017,4,0
3940,4,144,138,2017,0,1
3941,4,154,137,2017,1,1
3942,4,141,140,2017,1,2
3943,4,143,152,2017,3,2
3944,4,152,157,2017,3,0
3945,4,148,159,2017,2,1
3946,4,139,158,2017,0,1
3947,4,146,147,2017,2,0
3948,4,155,153,2017,4,1
3949,4,138,156,2017,2,0
3950,4,137,144,2017,2,1
3951,4,140,154,2017,0,1
3952,4,150,141,2017,2,0
3953,4,149,143,2017,1,4
3954,4,146,150,2017,2,1
3955,4,141,157,2017,3,0
3956,4,143,148,2017,1,2
3957,4,153,138,2017,1,2
3958,4,147,155,2017,3,1
3959,4,158,146,2017,2,1
3960,4,159,139,2017,4,0
3961,4,149,152,2017,1,1
3962,4,154,150,2017,2,3
3963,4,144,140,2017,0,1
3964,4,156,137,2017,3,0
3965,4,150,144,2017,3,3
3966,4,157,154,2017,1,4
3967,4,148,149,2017,6,1
3968,4,152,141,2017,2,2
3969,4,139,143,2017,1,1
3970,4,146,159,2017,1,0
3971,4,155,158,2017,2,1
3972,4,138,147,2017,1,0
3973,4,137,153,2017,1,2
3974,4,140,156,2017,2,2
3975,4,154,141,2017,2,0
3976,4,149,139,2017,0,1
3977,4,143,146,2017,3,0
3978,4,159,155,2017,1,0
3979,4,158,138,2017,1,1
3980,4,147,137,2017,1,0
3981,4,153,140,2017,2,3
3982,4,156,150,2017,1,4
3983,4,144,157,2017,5,2
3984,4,148,152,2017,5,0
3985,4,139,148,2017,2,1
3986,4,155,143,2017,0,1
3987,4,138,159,2017,1,1
3988,4,140,147,2017,0,2
3989,4,150,153,2017,2,1
3990,4,157,156,2017,1,1
3991,4,141,144,2017,4,3
3992,4,152,154,2017,0,1
3993,4,137,158,2017,1,2
3994,4,146,149,2017,1,1
3995,4,156,141,2017,1,1
3996,4,144,154,2017,1,0
3997,4,139,152,2017,0,1
3998,4,153,157,2017,2,0
3999,4,147,150,2017,1,2
4000,4,159,137,2017,0,0
4001,4,143,138,2017,3,1
4002,4,149,155,2017,3,1
4003,4,148,146,2017,4,2
4004,4,158,140,2017,1,0
4005,4,150,158,2017,3,0
4006,4,146,139,2017,3,0
4007,4,138,149,2017,0,0
4008,4,137,143,2017,0,2
4009,4,140,159,2017,1,1
4010,4,157,147,2017,1,2
4011,4,141,153,2017,2,1
4012,4,154,156,2017,2,3
4013,4,152,144,2017,3,1
4014,4,155,148,2017,1,4
4015,4,156,144,2017,3,1
4016,4,153,154,2017,0,1
4017,4,146,152,2017,3,2
4018,4,143,140,2017,1,0
4019,4,159,150,2017,2,4
4020,4,158,157,2017,0,1
4021,4,147,141,2017,2,0
4022,4,148,138,2017,3,0
4023,4,149,137,2017,0,1
4024,4,139,155,2017,0,0
4025,4,152,156,2017,0,2
4026,4,150,143,2017,1,1
4027,4,140,149,2017,3,1
4028,4,137,148,2017,2,0
4029,4,138,139,2017,4,2
4030,4,157,159,2017,2,1
4031,4,154,147,2017,3,1
4032,4,141,158,2017,1,0
4033,4,155,146,2017,1,3
4034,4,144,153,2017,4,1
4035,4,146,138,2017,0,0
4036,4,153,156,2017,2,0
4037,4,143,157,2017,3,0
4038,4,149,150,2017,2,3
4039,4,148,140,2017,3,2
4040,4,139,137,2017,2,0
4041,4,158,154,2017,2,1
4042,4,147,144,2017,5,1
4043,4,155,152,2017,0,3
4044,4,159,141,2017,0,1
4045,4,144,158,2017,1,1
4046,4,152,153,2017,0,1
4047,4,150,148,2017,2,3
4048,4,140,139,2017,1,0
4049,4,157,149,2017,2,2
4050,4,137,146,2017,2,0
4051,4,138,155,2017,2,0
4052,4,156,147,2017,0,1
4053,4,141,143,2017,0,1
4054,4,154,159,2017,2,1
4055,4,148,157,2017,7,1
4056,4,155,137,2017,0,2
4057,4,146,140,2017,2,3
4058,4,139,150,2017,2,6
4059,4,149,141,2017,1,1
4060,4,143,154,2017,0,1
4061,4,159,144,2017,3,0
4062,4,158,156,2017,0,0
4063,4,147,153,2017,2,1
4064,4,138,152,2017,2,1
4065,4,141,148,2017,0,3
4066,4,137,138,2017,4,2
4067,4,140,155,2017,2,1
4068,4,150,146,2017,2,1
4069,4,157,139,2017,2,2
4070,4,154,149,2017,3,1
4071,4,144,143,2017,0,5
4072,4,156,159,2017,2,0
4073,4,152,147,2017,0,3
4074,4,153,158,2017,1,4
4075,4,148,154,2017,4,1
4076,4,138,140,2017,1,1
4077,4,155,150,2017,0,4
4078,4,146,157,2017,4,1
4079,4,139,141,2017,1,2
4080,4,149,144,2017,1,0
4081,4,143,156,2017,1,0
4082,4,159,153,2017,4,0
4083,4,158,147,2017,1,0
4084,4,137,152,2017,3,0
4085,4,144,148,2017,1,4
4086,4,150,138,2017,4,1
4087,4,157,155,2017,2,1
4088,4,141,146,2017,0,1
4089,4,154,139,2017,0,0
4090,4,156,149,2017,0,1
4091,4,153,143,2017,1,1
4092,4,147,159,2017,1,1
4093,4,158,152,2017,3,1
4094,4,140,137,2017,2,2
4095,4,148,156,2017,4,2
4096,4,146,154,2017,1,3
4097,4,155,141,2017,1,2
4098,4,138,157,2017,5,0
4099,4,137,150,2017,0,2
4100,4,159,158,2017,1,1
4101,4,143,147,2017,3,1
4102,4,149,153,2017,2,2
4103,4,139,144,2017,3,0
4104,4,152,140,2017,2,2
4105,5,160,175,2017,1,1
4106,5,163,161,2017,0,1
4107,5,166,181,2017,1,1
4108,5,174,168,2017,0,1
4109,5,167,176,2017,1,1
4110,5,182,162,2017,1,0
4111,5,179,169,2017,3,1
4112,5,170,180,2017,0,0
4113,5,165,178,2017,3,2
4114,5,164,171,2017,1,4
4115,5,162,170,2017,1,1
4116,5,168,161,2017,0,2
4117,5,165,182,2017,1,0
4118,5,169,163,2017,1,1
4119,5,180,166,2017,2,0
4120,5,181,160,2017,0,0
4121,5,176,174,2017,1,0
4122,5,171,179,2017,4,0
4123,5,175,167,2017,2,1
4124,5,178,164,2017,3,1
4125,5,163,168,2017,1,1
4126,5,167,180,2017,2,1
4127,5,174,175,2017,0,3
4128,5,162,165,2017,1,1
4129,5,182,176,2017,0,2
4130,5,179,181,2017,2,3
4131,5,170,169,2017,3,1
4132,5,164,166,2017,5,1
4133,5,178,160,2017,1,2
4134,5,161,171,2017,1,1
4135,5,175,178,2017,2,0
4136,5,176,163,2017,1,1
4137,5,160,179,2017,0,1
4138,5,166,162,2017,2,1
4139,5,181,161,2017,1,3
4140,5,174,167,2017,4,0
4141,5,171,170,2017,3,0
4142,5,168,182,2017,0,2
4143,5,169,165,2017,0,1
4144,5,180,164,2017,1,0
4145,5,179,174,2017,1,1
4146,5,166,171,2017,1,2
4147,5,170,175,2017,1,0
4148,5,164,169,2017,2,0
4149,5,178,182,2017,4,0
4150,5,161,160,2017,2,1
4151,5,162,168,2017,2,2
4152,5,167,163,2017,0,0
4153,5,165,176,2017,0,4
4154,5,180,181,2017,2,1
4155,5,182,166,2017,0,3
4156,5,175,179,2017,4,0
4157,5,176,161,2017,0,3
4158,5,160,167,2017,1,2
4159,5,181,165,2017,2,0
4160,5,174,162,2017,4,1
4161,5,163,170,2017,2,2
4162,5,171,180,2017,5,0
4163,5,168,164,2017,3,2
4164,5,169,178,2017,2,1
4165,5,179,170,2017,0,1
4166,5,176,169,2017,3,0
4167,5,166,175,2017,2,1
4168,5,164,163,2017,2,0
4169,5,178,181,2017,4,2
4170,5,161,174,2017,0,0
4171,5,162,171,2017,1,1
4172,5,167,182,2017,1,0
4173,5,165,160,2017,0,1
4174,5,180,168,2017,1,1
4175,5,182,174,2017,0,0
4176,5,175,165,2017,0,1
4177,5,160,176,2017,2,3
4178,5,170,166,2017,2,1
4179,5,164,161,2017,1,5
4180,5,178,180,2017,5,0
4181,5,167,162,2017,3,0
4182,5,163,179,2017,1,0
4183,5,168,181,2017,3,1
4184,5,169,171,2017,1,2
4185,5,179,164,2017,1,4
4186,5,176,178,2017,1,1
4187,5,166,169,2017,1,1
4188,5,161,182,2017,1,0
4189,5,162,175,2017,0,0
4190,5,181,170,2017,0,1
4191,5,174,160,2017,1,1
4192,5,171,168,2017,4,0
4193,5,165,167,2017,2,3
4194,5,180,163,2017,1,1
4195,5,182,160,2017,1,2
4196,5,175,180,2017,2,2
4197,5,169,162,2017,5,0
4198,5,171,176,2017,2,1
4199,5,179,161,2017,1,2
4200,5,166,168,2017,2,3
4201,5,170,165,2017,2,2
4202,5,164,167,2017,3,0
4203,5,178,174,2017,4,0
4204,5,163,181,2017,1,1
4205,5,180,162,2017,1,0
4206,5,165,171,2017,0,3
4207,5,176,166,2017,5,1
4208,5,182,179,2017,2,3
4209,5,168,170,2017,1,1
4210,5,167,169,2017,3,0
4211,5,174,163,2017,0,0
4212,5,181,175,2017,0,1
4213,5,161,178,2017,2,1
4214,5,160,164,2017,0,0
4215,5,179,165,2017,1,0
4216,5,166,174,2017,0,1
4217,5,170,176,2017,2,1
4218,5,164,181,2017,1,1
4219,5,162,160,2017,0,1
4220,5,163,178,2017,1,1
4221,5,171,175,2017,2,0
4222,5,168,167,2017,2,1
4223,5,180,161,2017,2,3
4224,5,169,182,2017,1,0
4225,5,182,163,2017,3,0
4226,5,175,168,2017,1,1
4227,5,176,180,2017,3,0
4228,5,160,170,2017,1,2
4229,5,161,169,2017,4,0
4230,5,178,179,2017,1,4
4231,5,181,162,2017,1,2
4232,5,174,164,2017,0,0
4233,5,167,171,2017,0,1
4234,5,165,166,2017,0,2
4235,5,166,179,2017,2,0
4236,5,170,182,2017,3,1
4237,5,164,175,2017,4,0
4239,5,167,161,2017,0,2
4240,5,163,160,2017,2,0
4241,5,171,181,2017,2,1
4242,5,168,176,2017,0,1
4243,5,169,174,2017,2,1
4244,5,180,165,2017,2,2
4245,5,182,164,2017,0,0
4246,5,175,163,2017,1,1
4247,5,179,180,2017,5,1
4248,5,176,162,2017,2,0
4249,5,178,171,2017,1,2
4250,5,161,166,2017,2,0
4251,5,181,167,2017,3,2
4252,5,174,170,2017,1,1
4253,5,165,168,2017,0,2
4254,5,160,169,2017,3,0
4255,5,166,160,2017,0,3
4256,5,170,161,2017,3,1
4257,5,162,163,2017,1,0
4258,5,181,176,2017,0,0
4259,5,167,178,2017,1,2
4260,5,171,174,2017,3,1
4261,5,165,164,2017,1,5
4262,5,168,179,2017,1,0
4263,5,180,182,2017,2,1
